Sample_ID;Date;Treatment;Plant;Repetition_measurment;CH5O+;C3H5O+;C5H7+;C5H9+;C5H11+;C6H9+;C6H11+;C6H13+;C7H9+;C7H11+;C6H11O+;C6H13O+;C6H15O+;C7H7O+;C8H13+;C8H8N+;C10H15+;C10H17+;C8H15O2+;C8H17O2+;C11H17+;C9H11O2+;C11H19+;C8H10NO2+;C10H12O2+;C12H21O2+;C15H25+;C16H27+
Background 3;6/25/2020;background;#N/A;3;3.3497205;204.3065;94.4733;319.3683;28.9538;165.3589;200.0064;12.1201;147.731;70.0333;34.0919;19.6242;0.8721;62.384686;132.0195;9.7185;15.1053;45.8421;32.4305;9.8333;3.7241;5.4394;4.7624;7.6472;3.4188;0.66613078;2.6673;4.3539848
Background 3;6/25/2020;background;#N/A;3;4.1003428;191.8805;100.1729;281.6056;44.8713;168.5503;150.6758;9.8416;167.9305;85.1636;42.0098;12.1733;0.3524;49.136795;116.412;13.3405;19.2852;36.8276;28.0377;9.155;4.3914;10.3391;4.8861;4.8964;6.1679;0.023767099;2.4336;1.4903721
Background 3;6/25/2020;background;#N/A;3;3.1180816;199.3772;97.2547;352.7535;31.1733;185.1356;207.377;12.9389;143.5485;68.4577;38.0551;16.6092;0.4941;44.309799;151.4032;8.4509;10.6445;39.1636;34.0886;10.7953;3.989;5.1359;4.476;3.7921;7.2531;0;4.943;0.52312815
Background 3;6/25/2020;background;#N/A;3;4.81429;231.2032;83.1443;287.3615;32.9565;183.7815;169.7291;9.422;159.267;72.8634;47.767;17.1487;0.6646;41.63401;130.3432;9.2716;22.0295;39.5863;32.5672;10.1494;7.0844;10.5636;4.2159;5.2269;4.0287;4.9093809;3.4553;1.0221987
Background 3;6/25/2020;background;#N/A;3;3.0888894;223.7272;92.4217;376.587;31.6245;176.8813;200.5571;9.7272;151.8606;78.5482;44.942;9.4114;1.2434;38.85202;130.0549;11.5557;18.7003;37.513;26.7545;6.5898;4.5681;13.0272;3.9219;2.3757;4.0773;0;1.1107;0.71140897
Background 3;6/25/2020;background;#N/A;3;3.6990435;219.7165;89.8369;339.9134;29.6026;174.6085;188.4456;7.4733;159.4901;71.3193;42.5928;10.9117;3.3466;52.732952;147.866;17.8272;23.1977;44.3815;38.0415;8.7746;8.8815;11.073;2.9676;2.5904;5.5217;1.1139894;3.3228;0.3108184
Background 4;6/25/2020;background;#N/A;4;4.2713447;219.2264;78.4628;252.8549;21.7714;201.1061;123.6936;11.0334;147.0845;50.0998;54.71;15.2068;0.6669;33.512161;95.1817;13.2955;11.8169;32.686;17.6714;8.5769;4.6;7.0772;0.9337;3.2278;0.8603;0;3.9784;0.58430123
Background 4;6/25/2020;background;#N/A;4;4.5854173;218.1205;75.7206;278.8174;30.2551;209.0433;160.3201;9.3656;170.1294;75.3588;57.9756;16.3697;0.5941;48.666836;79.116;8.5771;16.4202;44.7585;24.3635;14.0718;6.3376;8.6534;6.2753;6.6688;2.8405;1.9207333;2.0843;0.11801495
Background 4;6/25/2020;background;#N/A;4;8.0424242;240.0044;79.0222;283.3077;41.2085;207.8281;169.854;14.062;175.1132;64.1995;62.7095;14.7513;2.4772;32.585972;88.9083;11.1568;16.8404;33.3482;45.1022;12.0531;3.1307;6.7485;2.0693;4.5193;2.9212;0.2866331;2.6374;1.0481921
Background 4;6/25/2020;background;#N/A;4;0;217.629;77.5212;270.3317;37.9905;222.0096;150.7218;9.6993;183.4457;75.4015;50.6189;20.9826;0.3136;51.880478;92.1372;13.6327;19.2598;28.9795;37.8581;7.2702;8.2253;11.5847;4.2256;3.9213;5.9333;0.46507809;2.895;0.38815129
Background 4;6/25/2020;background;#N/A;4;0.90795439;212.5636;82.9944;277.8766;37.7124;212.2971;159.4268;14.2693;175.2902;83.1951;63.7961;18.0869;1.9755;45.830257;89.8357;12.1054;13.9866;31.2161;26.2322;13.4806;5.4514;6.6353;3.2191;1.9331;5.3068;1.3877944;3.1962;2.0146093
Background 4;6/25/2020;background;#N/A;4;3.389991;209.6228;91.5499;296.0789;52.6174;234.8122;173.4192;14.747;176.4232;75.5018;52.6948;20.6955;1.2569;51.874733;140.5222;5.694;17.3653;43.2936;36.6236;10.7377;3.8863;7.5906;6.8854;2.3937;5.4256;0.7976343;6.5262;1.8874612
Background 4;6/25/2020;background;#N/A;4;6.5357494;256.826;92.9658;314.3138;41.9482;222.4563;180.1951;13.2884;191.4096;77.6163;53.9976;16.8853;0.7476;52.485138;104.0488;10.2486;20.7976;52.6007;34.7557;11.4937;12.2457;11.7613;6.7698;5.8194;7.5441;0;2.8513;0.43747005
Background 4;6/25/2020;background;#N/A;4;3.2597892;244.7968;76.032;305.719;43.1304;208.9146;162.1808;13;195.1506;82.7647;55.3304;19.4307;1.5244;48.968716;102.5864;14.893;16.3944;33.5783;32.661;10.6019;5.6676;13.6084;7.5583;3.4685;6.3882;0;3.7456;1.029968
Background 4;6/25/2020;background;#N/A;4;6.5591722;270.978;94.8655;310.0439;50.3697;236.3664;174.3983;16.1391;181.9988;96.2434;59.1727;19.833;1.1446;62.472317;106.3403;13.3321;19.3705;45.6641;41.8678;10.3421;5.4816;10.0533;3.3683;6.075;2.4495;0.80394942;2.8956;2.2131531
Background 4;6/25/2020;background;#N/A;4;2.9645405;212.8239;80.3726;292.2659;43.3649;225.4774;166.7371;17.282;196.848;91.2259;45.2845;23.7164;0.9823;43.256962;91.6562;13.075;15.907;42.5768;49.3649;20.3334;5.3621;10.7417;2.1988;2.0559;10.7589;3.3381817;2.3335;2.2273049
Background 4;6/25/2020;background;#N/A;4;2.7509422;246.192;103.5033;247.1028;38.6861;210.6339;132.2779;13.3488;197.0415;85.4524;62.1152;21.4055;0.8682;48.802689;98.736;12.7576;17.1263;35.0325;49.9071;12.4223;3.5698;10.9586;3.1251;5.1361;6.5419;6.5936055;2.6413;0.59670353
Background 4;6/25/2020;background;#N/A;4;2.3798723;227.0117;89.0416;335.7655;40.3021;236.3555;178.1459;15.4366;180.8524;83.9542;54.2832;15.8181;0.1441;33.797909;98.5668;12.44;24.3592;50.6739;39.1984;13.0605;8.3002;8.5302;4.1433;6.5465;4.4634;0.75002873;2.0019;3.3400855
Background 4;6/25/2020;background;#N/A;4;0.2972368;233.2825;89.7943;316.7542;47.1485;221.3704;173.2355;10.1063;187.313;89.8729;72.283;20.6492;1.1635;48.491932;93.739;10.2094;13.2007;51.4565;47.6359;10.5907;8.2466;12.0192;5.1303;3.3303;6.0953;1.5135086;3.2408;1.0461577
Background 4;6/25/2020;background;#N/A;4;4.3729606;245.2738;79.6845;325.0679;41.0173;235.5418;188.949;11.6648;210.6854;89.762;56.714;22.096;0.8052;31.453478;95.4379;11.9187;21.283;37.6355;43.569;16.2948;8.6322;8.3184;4.6605;3.6007;3.4396;0.57292336;1.183;0.94363248
Background 4;6/25/2020;background;#N/A;4;5.5577941;241.9438;104.6294;360.1861;46.712;242.8515;193.9762;13.6654;202.9367;72.7769;66.8917;14.4123;0.7019;54.548244;116.258;13.7618;20.7505;38.0145;44.3044;13.078;7.8989;9.3436;5.0335;6.0879;6.1662;2.1721196;6;0.59813279
Background 4;6/25/2020;background;#N/A;4;5.338274;266.445;100.6305;355.7758;59.1643;261.7661;211.4876;13.693;199.2688;111.884;60.5015;16.0276;0.4927;38.309883;89.5483;12.2741;13.2446;44.8582;46.2372;22.0576;9.2257;14.5072;6.4084;5.4975;7.9275;1.3319819;2.8446;1.1323125
Background 4;6/25/2020;background;#N/A;4;2.6494887;239.5386;111.777;313.6372;41.5917;217.0636;178.7565;12.8339;210.1824;101.6816;53.9292;20.8479;0.8786;46.641033;100.4608;14.953;17.0842;39.923;44.158;15.6034;6.8546;13.191;2.7036;4.3501;7.1414;1.6693175;0.8564;0.74508572
Background 4;6/25/2020;background;#N/A;4;2.8155921;244.4511;98.5661;303.8456;58.9868;228.9787;190.3061;21.0229;190.3848;96.495;65.8512;19.5665;1.3343;46.44072;92.7222;16.071;25.6283;42.87;38.1846;16.5097;7.0717;10.6523;3.2094;2.9652;3.0111;0.58945805;3.8735;1.3623219
Background 4;6/25/2020;background;#N/A;4;4.8652158;175.5689;77.0348;250.9864;37.5529;214.5843;136.9369;13.0102;151.1093;80.5417;47.1497;15.5192;1.59;44.101475;96.8387;16.5171;23.1991;46.0348;35.1328;18.3223;4.2525;7.457;2.4885;7.0749;6.4809;2.1438849;5.7668;1.4634837
Background 5;6/25/2020;background;#N/A;5;5.4818692;303.1308;137.6969;649.062;149.4572;239.5013;309.2708;108.633;273.652;102.0255;51.5073;19.0448;2.4072;73.097443;263.728;12.2737;21.6536;69.8507;52.5017;8.2998;9.4717;19.2872;5.8721;5.6244;9.4475;7.5466361;3.7042;0.54016227
Background 5;6/25/2020;background;#N/A;5;1.2318894;286.1927;123.3202;486.1561;172.559;215.2376;242.9827;143.9163;263.3788;98.4691;59.2323;24.1495;1.0307;51.101418;209.5704;8.8669;23.7576;41.6557;41.3443;11.5606;9.4194;17.6735;11.3637;1.0854;9.8937;0;3.9666;1.0236671
Background 5;6/25/2020;background;#N/A;5;2.6668167;287.0192;102.1074;496.7755;177.6023;188.4804;190.2781;168.8846;274.7264;94.2324;46.5882;18.6378;1.4602;61.383183;131.0704;15.0187;17.7696;49.9062;40.5219;10.4729;12.9178;21.0352;5.3172;5.9117;2.6491;0;2.5061;0.52516043
Background 5;6/25/2020;background;#N/A;5;1.7409017;277.9061;108.8814;467.4978;192.5971;192.0355;162.8948;165.1659;259.1503;81.3675;52.5079;24.262;1.6705;76.525337;149.8129;12.022;23.141;47.1618;39.8192;7.6049;5.1496;13.9032;5.394;3.306;11.1824;0;3.1068;3.526468
Background 5;6/25/2020;background;#N/A;5;2.2848949;285.9858;100.5662;398.8196;140.4094;162.7032;136.0171;133.1915;239.162;86.6649;51.4185;28.2877;3.2431;60.843864;110.3526;15.5816;24.6166;39.4863;34.3897;9.8786;5.5236;15.5986;1.801;1.9846;8.4243;2.9069669;1.6864;0.49388552
Background 5;6/25/2020;background;#N/A;5;2.0525675;284.4571;97.851;456.9953;135.4197;180.6513;190.1852;113.4013;267.4452;85.6444;54.5593;20.0006;3.474;59.88015;160.0502;14.6611;22.9433;43.1622;34.9993;10.4016;11.5163;20.1547;8.2846;5.2498;5.1309;2.6808109;1.5379;0.67270088
Background 5;6/25/2020;background;#N/A;5;3.7138038;287.9981;131.6062;593.5558;109.83;217.944;296.4739;76.8589;274.8427;99.3808;48.377;21.0674;1.7476;83.877953;258.375;13.4164;24.1724;45.7098;40.5837;12.7428;7.1303;18.8889;3.6917;2.5597;9.6762;2.2933114;3.9923;0.98096204
Background 5;6/25/2020;background;#N/A;5;2.2695813;288.2463;130.4778;614.6749;94.2671;239.0122;324.6333;57.2479;269.6645;105.495;68.0209;20.8101;2.7762;57.488533;254.1649;16.8684;13.7425;44.5666;61.5916;12.8184;10.0401;18.8821;5.0605;4.5132;6.9238;0.37843704;6.2049;0.21318792
Background 5;6/25/2020;background;#N/A;5;3.0349224;280.1436;124.0328;563.186;98.9488;238.0347;312.9359;63.9142;277.7883;109.3673;55.5966;25.5354;2.3052;58.880573;242.395;13.0226;18.5776;55.7738;47.8627;11.047;6.813;12.3257;3.3856;3.358;5.8696;1.632494;10.3013;1.2795922
Background 5;6/25/2020;background;#N/A;5;2.0723612;292.3759;155.4092;619.2532;91.1818;236.6361;327.9356;72.8527;233.7287;96.4722;54.6399;25.6927;8.3565;77.655304;278.7732;12.5158;16.2628;48.3482;51.1706;9.4562;7.5899;18.254;5.0217;2.6193;12.8125;0.87898904;5.4511;2.0638492
Background 5;6/25/2020;background;#N/A;5;2.3669839;276.9763;136.2749;553.097;103.1814;221.0746;293.2513;87.3189;296.5628;91.1165;71.0838;16.2552;4.2099;59.910465;251.8124;13.457;25.9157;62.8936;51.0763;9.6622;7.0613;19.8585;5.7133;2.0086;10.0775;1.7093931;4.6832;2.7516863
Background 5;6/25/2020;background;#N/A;5;1.0366514;307.2734;139.6982;609.2295;113.2423;212.5269;322.2747;82.4914;286.4539;96.5728;55.4882;20.5499;2.6607;60.078484;290.8689;10.2486;21.4503;46.7504;59.4938;7.2893;9.037;15.5288;4.971;4.4354;8.7671;1.8296607;5.2671;1.8427101
Background 5;6/25/2020;background;#N/A;5;3.3385065;327.533;135.6155;621.9017;125.3002;248.1931;330.4848;80.8816;253.7101;116.6823;66.3052;26.3325;0.5222;80.848976;319.7185;17.3084;27.0881;59.0629;41.059;11.4277;10.3181;21.392;6.4745;0.8096;5.8394;0.013719952;5.2613;2.30636
Background 5;6/25/2020;background;#N/A;5;4.083179;291.693;141.7016;604.4771;116.342;232.1337;296.7607;98.1917;255.684;93.8233;65.4291;25.168;5.043;76.342575;271.8873;14.4757;17.7655;39.9949;42.019;11.0091;11.3799;25.7953;5.4837;4.6173;11.2253;5.0834646;3.6067;0.84345114
Background 5;6/25/2020;background;#N/A;5;0.40572366;288.9233;143.6943;603.9995;104.1462;230.8606;343.7714;86.8036;284.368;104.3987;52.6561;19.6476;6.3017;64.000122;273.1756;14.0583;22.6089;49.4056;41.2806;9.1594;11.5473;21.9505;4.4406;4.4067;12.9012;1.0546464;6.2951;2.3002689
Background 5;6/25/2020;background;#N/A;5;1.7048359;294.1436;140.363;574.4025;108.8417;209.1755;339.0797;103.9887;261.6353;120.0787;49.6055;18.5652;2.5388;53.948212;267.1198;16.9507;25.9041;56.5451;51.0308;8.683;8.9363;11.0502;2.8685;3.3297;10.7631;2.0900996;3.5176;2.4270771
Background 5;6/25/2020;background;#N/A;5;2.6965826;312.938;131.2422;546.2391;128.1504;240.5028;290.8659;105.4329;279.7738;93.6756;58.3904;11.4919;2.0088;63.265343;227.247;17.2797;25.7712;52.1643;39.4389;4.6903;8.1676;18.565;4.2047;1.9884;12.2929;3.9426146;3.3765;0.77753663
Background 5;6/25/2020;background;#N/A;5;2.8786175;291.1107;122.5819;546.5006;112.8557;219.2302;263.9512;103.5788;310.8453;108.0067;61.9475;22.6686;1.9614;69.789398;224.186;12.3083;25.7467;43.8785;54.9893;12.4361;8.2757;12.4362;2.7674;1.3008;8.0711;6.5627718;4.5932;1.031225
Background 5;6/25/2020;background;#N/A;5;0.89236796;282.7333;107.6194;444.9491;89.27;207.7125;215.6377;87.8945;288.7082;93.7223;57.7401;14.9448;5.4385;59.676003;180.3942;15.7228;17.6028;55.5464;47.7396;3.9632;9.7579;12.892;4.3373;3.4774;15.5509;0;1.3363;2.2987916
Background 5;6/25/2020;background;#N/A;5;4.9761562;261.6603;108.6456;358.7186;80.1714;196.1562;158.5653;67.775;278.8215;94.2709;48.909;17.6044;2.1117;65.418922;121.0139;15.367;32.766;43.4443;39.0767;9.966;16.1934;14.1716;5.7;4.8086;7.6978;0;5.6183;1.9350635
Background 5;6/25/2020;background;#N/A;5;4.928731;274.0265;104.2325;395.2389;77.5065;189.4285;196.2745;65.9362;247.9004;86.8765;50.1049;19.9825;4.1119;86.172958;137.983;10.0552;26.2117;50.277;37.6061;9.936;7.9324;14.1508;9.3107;9.3855;7.517;3.5611;4.9411;1.7265301
Background 5;6/25/2020;background;#N/A;5;7.5312076;276.1329;133.318;437.705;88.2335;215.0138;252.4336;36.3012;253.5625;92.7828;52.3554;28.0312;1.0988;87.672127;174.5571;18.4971;24.2147;47.0006;46.1841;9.4946;10.3615;15.5516;8.6686;2.4768;7.9701;1.9087431;6.0747;0.9657287
Background 5;6/25/2020;background;#N/A;5;0.6126675;295.3613;142.5484;485.5463;66.2581;216.782;223.2298;32.6466;251.2678;97.973;55.3682;19.4322;0.3811;92.524254;237.2556;16.1913;21.1996;45.6373;44.5559;12.1951;10.0381;9.6538;5.3002;2.8516;10.8973;2.8716969;5.6657;1.489921
Background 5;6/25/2020;background;#N/A;5;2.9468594;244.0891;120.6512;415.878;60.2168;195.6371;227.6335;31.3724;212.9453;101.2094;49.4856;12.8892;2.8358;53.889057;294.1735;15.6291;23.1831;47.3369;34.3866;11.0696;7.8175;16.6249;5.5834;5.5748;11.3955;2.679076;5.7578;2.643502
Background 5;6/25/2020;background;#N/A;5;3.5403726;232.1459;82.033;313.0674;62.7457;172.1921;174.0761;37.2817;180.1028;96.4774;62.5893;20.1136;2.0942;77.458237;139.515;17.1931;18.1593;34.0507;29.2213;7.2188;10.7773;16.6067;3.4675;0.6949;7.678;0;3.9344;2.1212425
Background 5;6/25/2020;background;#N/A;5;3.1316748;160.8408;64.895;104.8465;35.3282;121.1187;71.2298;18.1586;57.6548;59.282;41.6265;7.933;1.9954;23.971184;75.0535;13.8823;25.0841;31.7861;28.0974;6.2501;5.0681;13.6986;1.0869;2.8803;5.6801;0;2.7951;2.8502634
Background 5;6/25/2020;background;#N/A;5;6.7346568;122.4331;34.6805;40.064;10.427;93.5014;46.981;6.507;20.8389;41.9925;33.8216;11.1972;2.5893;5.1622152;33.4904;10.6752;18.4269;31.7838;12.8827;6.3967;7.1339;6.5324;1.6992;4.6669;0.9119;0.97978491;6.7563;1.6912398
Background 6;6/25/2020;background;#N/A;6;1.1969614;217.4877;48.3526;119.2182;29.2242;107.4261;81.6851;9.0563;65.64;36.6756;46.8501;11.82;2.5149;57.492706;39.5157;10.1879;16.0136;16.0639;9.4135;5.5281;2.7072;4.5234;3.4342;2.1789;5.9267;0.35244739;1.7593;1.5761982
Background 6;6/25/2020;background;#N/A;6;0.99846607;210.0751;60.3216;144.5617;12.3851;105.1232;70.1554;10.0726;63.3553;49.1028;37.733;15.179;1.2129;41.961823;50.2283;15.5372;13.7148;17.9209;17.4339;4.5208;2.5228;4.5304;1.0268;2.5533;1.7473;0;1.4508;0.26722956
Background 6;6/25/2020;background;#N/A;6;3.1383491;223.5227;45.3336;149.4646;13.4824;106.8135;77.0554;8.2183;78.4995;45.9404;44.3532;8.4386;2.6985;50.842285;48.8591;14.0959;14.4232;14.7694;8.3285;3.5011;3.8083;5.8971;1.8292;1.5952;1.5277;0.076925233;3.8614;1.6271019
Background 6;6/25/2020;background;#N/A;6;2.0217719;234.7655;70.8784;187.8553;23.0793;118.674;99.1232;9.6722;83.4809;46.4992;44.8788;14.3586;1.7096;77.431496;69.2954;14.0852;14.379;21.6462;23.3509;5.9712;4.7719;11.1779;1.1846;2.739;3.9316;0.8629601;1.0322;4.9508843
Background 6;6/25/2020;background;#N/A;6;3.4828224;246.5133;77.0097;221.2281;24.0077;153.1718;138.8372;10.1478;80.4606;49.4068;49.4733;15.7297;0.5534;50.297573;91.536;13.6952;11.5952;26.122;18.9031;6.8037;4.6071;9.1252;2.8675;1.9011;6.0332;1.3799648;3.0775;0.91580123
Background 6;6/25/2020;background;#N/A;6;1.3502729;236.7218;79.251;237.2384;24.8687;132.2274;132.1182;14.7848;84.1758;57.691;36.1512;13.6794;2.4835;59.215397;95.7191;11.3184;9.1838;25.7082;27.4864;5.1586;2.6773;10.6566;4.2596;3.5013;6.1341;1.0047905;8.5316;0.97623789
Background 6;6/25/2020;background;#N/A;6;3.411237;223.9081;75.4469;164.8947;17.6374;124.7653;114.4263;6.5312;81.4678;54.9701;43.0024;9.0648;1.8092;49.01598;48.3436;17.7054;15.2103;25.1878;22.4966;7.2084;3.0321;12.1198;2.7195;3.1253;3.4633;0.24234445;0.1771;0.039087344
Background 6;6/25/2020;background;#N/A;6;1.4853476;236.1517;71.2357;199.4149;16.5107;112.7899;98.4126;10.6131;77.7258;65.2538;50.1856;14.269;0.1025;48.513412;53.6086;11.6898;11.7727;19.423;23.0664;6.9064;3.6357;8.2647;3.9794;1.4034;1.4985;1.1660976;4.4364;1.7642676
Background 6;6/25/2020;background;#N/A;6;0.84235579;230.9812;68.4888;180.2192;21.784;126.2764;98.2107;11.947;79.398;65.0335;49.2855;8.7521;1.9946;48.147701;42.2048;11.9751;13.4573;20.16;29.5358;6.9719;0.4734;9.921;4.2522;2.2631;4.0695;0;3.4541;0.12405086
Background 6;6/25/2020;background;#N/A;6;3.227735;247.1902;80.1933;162.2132;34.5738;117.6164;99.8009;15.227;76.5879;60.2193;48.3228;14.5811;0.2927;49.283676;58.0696;13.8916;14.8285;22.5071;22.655;6.0516;4.1326;7.5955;4.061;3.3447;3.1966;0.85913932;1.4313;2.0910165
Background 6;6/25/2020;background;#N/A;6;1.3506753;260.664;65.4514;197.6784;27.7733;126.7135;99.8117;13.6101;77.3465;54.6316;43.9072;17.8783;0.2872;44.784275;42.357;11.5257;11.5083;17.2882;23.4488;4.0751;6.6845;7.6925;3.244;1.1456;1.838;1.9107271;1.5856;0.22930557
Background 6;6/25/2020;background;#N/A;6;4.6013436;240.8169;62.7222;204.2557;20.7897;115.029;111.8851;12.2967;78.8353;65.4263;45.1748;12.1442;0.8084;69.533607;55.9007;11.2077;13.2954;17.8665;24.2219;4.6863;4.1762;9.2816;5.5618;1.2712;5.3339;0;1.3752;0.19170311
Background 6;6/25/2020;background;#N/A;6;3.7397811;272.1701;58.5047;166.0491;30.1909;106.1133;98.458;11.653;87.5905;64.2447;48.8497;13.7142;0.5889;56.392975;60.9468;11.4301;13.6096;19.9776;16.3259;7.0518;2.949;7.5908;0.8456;3.9806;5.8232;0;2.8916;0.69732744
Background 6;6/25/2020;background;#N/A;6;1.5260749;275.3584;77.3771;200.5543;23.1178;121.5962;91.3392;10.1681;83.2026;54.8962;39.4239;11.78;1.1922;75.547173;58.1083;19.7171;14.2698;18.6253;20.8796;7.1184;2.8789;9.7697;2.0622;0.4962;7.4863;0.55081934;2.0309;0.44018865
Background 6;6/25/2020;background;#N/A;6;1.6560329;235.1057;72.3905;195.2804;25.5746;127.3314;125.5473;8.7481;95.4979;63.0562;58.1009;22.563;3.2374;61.703072;64.7707;14.1183;9.4206;12.4905;22.1588;4.8332;7.0541;8.5957;3.0281;3.2898;6.1684;0;3.4911;0.14165206
Background 6;6/25/2020;background;#N/A;6;2.7923706;240.7946;83.7738;194.1197;28.5058;132.4666;90.9188;9.5742;105.0321;68.1397;51.3085;21.2692;2.2031;67.136887;55.5779;16.0443;16.2966;19.8068;26.082;9.0835;4.4084;10.0015;5.3767;6.5027;5.7479;0.16634475;2.3011;0.55841696
Background 7;6/25/2020;background;#N/A;7;0.34504738;277.393;115.2749;476.9343;24.8124;224.6065;272.9527;8.1664;105.0024;70.6624;43.8871;20.7878;0.4246;49.244114;238.9547;11.1683;14.1166;54.9258;19.586;4.7996;6.6941;4.5946;1.2362;1.6541;5.3836;1.6049118;2.1759;2.6845741
Background 7;6/25/2020;background;#N/A;7;3.5687191;288.4585;127.1824;490.8225;47.1395;219.3566;278.9054;18.5316;107.1855;76.0845;43.6477;20.807;0.2665;52.399845;241.055;8.1371;12.6162;52.4883;35.2663;5.4759;7.7894;11.2101;2.818;1.6157;8.4074;0.99548584;2.1973;0.48513591
Background 7;6/25/2020;background;#N/A;7;2.711329;261.6826;133.6667;538.8481;52.1961;254.3927;297.3098;20.3612;121.1758;95.048;58.5474;15.8258;0.985;66.249252;281.7647;13.7979;13.6828;51.3449;19.9751;12.6386;4.3022;9.8013;1.07;1.0321;4.314;0.17454942;7.3575;1.1569841
Background 7;6/25/2020;background;#N/A;7;6.993753;261.0138;127.471;496.7492;50.5539;221.5034;279.6037;48.1874;124.0139;92.9878;58.9739;13.4284;4.2705;65.817299;259.4684;9.5201;15.5009;57.4627;34.8495;11.0423;5.9431;12.7296;4.1809;3.2945;11.7497;1.5309551;1.5148;1.8187991
Background 7;6/25/2020;background;#N/A;7;4.9350061;330.891;141.4401;549.627;78.0425;235.0028;302.5429;54.2107;139.1927;90.3156;57.9747;14.189;4.8263;65.026695;173.8299;19.0922;17.9642;53.272;42.459;10.5409;10.3664;8.4277;8.0477;2.5203;7.8668;1.3971884;4.3991;0.40397301
Background 7;6/25/2020;background;#N/A;7;8.2905283;300.6824;131.127;516.9244;85.1007;203.8174;296.4547;51.1926;155.843;70.9117;49.6658;17.9935;2.3187;65.432281;225.5802;12.0837;19.4419;45.999;33.6155;4.9913;8.5213;9.5776;5.3462;1.7772;5.0549;2.4520082;3.963;1.9454688
Background 7;6/25/2020;background;#N/A;7;1.0192051;274.4177;124.4016;455.8262;103.5183;227.55;282.2893;63.6044;126.6776;79.259;54.2334;17.3773;2.4436;85.521011;224.0621;9.412;13.46;42.52;38.1657;11.2682;5.0695;11.8339;7.1204;1.1907;4.4421;0.2280589;7.655;1.8489113
Background 7;6/25/2020;background;#N/A;7;1.9090909;277.9922;126.5171;440.4468;90.6938;209.6226;284.0403;75.877;146.674;87.172;61.4462;19.5699;4.0892;64.011848;191.3611;13.1723;15.7993;43.927;31.2374;9.5282;3.1988;12.2543;2.7995;1.5624;3.3574;0.35573053;2.7715;0.143427
Background 7;6/25/2020;background;#N/A;7;2.3150141;270.8554;125.0816;439.2965;85.9423;209.6309;260.0438;81.7625;136.8662;83.8125;53.3585;14.5468;3.4179;63.999413;208.313;11.2068;20.1809;43.5568;32.3941;7.0482;4.4873;8.5016;3.1804;2.9163;5.155;0.01873944;8.6468;0.62361825
Background 7;6/25/2020;background;#N/A;7;4.5889316;274.7937;134.7281;450.5338;84.9106;203.4946;286.9211;65.0054;151.8958;80.0474;45.7341;23.077;1.34;71.109695;300.3748;11.3415;10.7944;39.197;40.3209;11.8868;3.6333;13.2376;3.9722;1.4223;8.8833;3.2070642;6.2752;0.98817831
Background 7;6/25/2020;background;#N/A;7;2.5926263;292.1047;117.5341;512.1013;94.4737;252.5608;322.8541;60.1642;132.4321;97.4029;52.6535;14.6702;2.4251;84.4963;289.8306;10.4697;13.0084;46.3562;44.8672;12.2431;7.554;11.7217;2.4307;1.6799;6.5327;0.25182131;3.7781;1.3778173
Background 7;6/25/2020;background;#N/A;7;3.6806936;273.2748;139.2152;459.8108;90.6982;213.2328;270.9978;76.782;133.1966;90.3756;54.6232;19.2195;1.5869;65.311638;317.435;14.4565;15.2001;46.1724;40.0239;13.9004;4.8193;18.4918;5.1603;0.8973;4.0722;2.140069;2.3853;0.45825279
Background 7;6/25/2020;background;#N/A;7;6.2563663;281.9266;132.7232;523.7631;89.2685;247.6638;369.5237;72.5593;125.3245;78.1807;65.3643;29.1146;3.125;75.21653;291.0081;9.5135;14.2835;44.8419;49.2953;8.8321;6.0655;9.7448;3.5144;2.3794;12.2228;0.80097687;1.2226;0.95663387
Background 7;6/25/2020;background;#N/A;7;6.5236387;320.9497;118.314;427.7752;100.9686;195.2581;261.4988;80.6304;137.6044;92.711;51.1934;17.7017;7.3945;67.273979;219.643;14.3423;14.7182;38.8574;32.2095;7.9897;3.9905;10.8535;3.9293;1.6943;6.9093;0;5.5671;2.6430662
Background 7;6/25/2020;background;#N/A;7;2.2739143;322.7504;111.746;465.1028;119.3262;230.5765;297.5143;70.3416;136.2252;95.2655;51.8955;18.7852;8.2911;60.664459;240.1966;10.944;14.3751;40.824;35.6354;5.3173;7.3565;8.3734;8.0794;2.7845;12.6585;0;4.6127;1.7819859
Background 7;6/25/2020;background;#N/A;7;1.826234;310.3356;115.5714;446.2355;108.3107;202.248;291.3164;77.2673;137.1628;96.796;61.1595;15.9444;1.1512;75.301033;237.9013;14.7645;24.3721;47.5392;41.4933;7.1615;6.5069;13.8841;3.8199;3.2731;5.3348;2.6582515;3.4523;0.8219226
Background 7;6/25/2020;background;#N/A;7;2.4858196;329.2761;128.2341;533.5446;105.3318;253.5819;343.5853;74.7401;140.7997;104.4971;55.5578;20.6221;4.8118;79.614738;251.1605;14.1161;22.4214;43.7852;46.7113;9.2092;7.158;12.2679;5.2624;1.5274;18.2578;1.7476823;7.3374;1.530847
Background 7;6/25/2020;background;#N/A;7;3.7834997;359.805;134.2224;517.1779;102.672;246.9555;344.0856;64.5839;142.2827;109.5955;55.0956;25.0715;2.6162;59.584091;300.5986;12.7652;16.608;48.3928;45.0266;11.4112;4.6103;10.6927;9.5119;2.2327;10.0163;3.1483574;4.2497;0.29451311
