Sample_ID,treatment,'CH5O+','C4H6H+','C3H5O+','C5H7+','C5H9+','C5H11+','C6H9+','C6H11+','C6H13+','C5H11O+','C7H9+','C7H11+','C7H13+','C6H11O+','C6H13O+','C6H15O+','C7H7O+','C8H13+','C8H15+','C7H14OH+','C8H8N+','C8H17O+','C10H15+','C10H17+','C8H15O2+','C9H19O+','C8H17O2+','C11H17+','C9H11O2+','C11H19+','C8H10NO2+','C10H21O+','C10H13O2+','C12H21O2+','C15H25+','C16H27+'
D_C_3,Control,9.1654701,7789.3188,876.75812,112.99364,173.88269,62.646698,257.95859,156.41365,8.2725668,151.59671,270.65063,157.12851,45.395088,87.070648,59.337738,0.068322212,148.18198,147.05367,27.495176,18.610634,488.58633,21.488197,17.505005,95.837387,38.123352,15.102689,12.263377,26.820137,34.696686,12.077846,27.959394,16.642897,10.686041,4.9593339,34.595142,1.857903
D_C_3,Control,12.2169,7824.5117,831.02069,110.64568,180.0153,36.564934,238.59695,164.47105,16.489227,144.50893,285.77307,177.58727,55.40794,98.459076,77.12484,8.1908092,142.25381,134.63214,29.623465,17.409266,388.49368,28.140202,36.037994,64.362602,38.673038,13.905743,7.535718,20.51247,38.566952,13.106492,37.952911,4.2919326,16.883991,7.2321782,26.688023,1.6264172
D_C_3,Control,7.8123817,8103.0264,846.87433,110.58589,197.22783,48.512199,234.72275,187.83022,25.80591,145.24634,275.21368,161.3042,45.6497,80.975952,57.675068,2.8102088,149.46785,138.98685,21.435738,26.039278,388.40829,14.909987,21.820921,75.478149,36.714767,13.407084,11.780475,12.828869,33.660866,8.3852806,22.006098,6.4705296,14.711366,7.4332719,31.230913,4.4957476
D_C_3,Control,17.64657,8339.2266,841.1405,87.415268,176.36993,45.170181,292.6265,162.13206,22.337011,141.38658,268.64523,122.9571,58.732319,96.43808,48.776474,3.4229043,133.02814,149.41748,46.971336,27.132046,407.98135,19.057957,35.599834,66.111176,45.876896,10.749379,10.736299,14.489518,39.291176,11.706835,17.443068,4.6217661,4.6397834,8.0991478,31.573603,7.7096653
D_C_3,Control,14.037734,8083.2275,790.87946,106.81129,170.40608,46.828129,273.38293,156.92905,13.268228,133.35672,231.86296,153.81635,67.841339,91.733017,54.17939,0.33639455,131.79739,137.7923,19.317596,18.70393,364.4523,21.378561,20.880743,46.967182,40.577621,9.3712797,8.6408625,19.213717,18.982784,4.4120526,34.417744,21.876858,12.600684,6.0016518,26.692722,3.0177844
D_C_3,Control,19.099316,8001.8535,811.75494,89.997101,162.80884,32.255222,257.0531,164.63242,24.001328,134.05669,288.59241,152.87109,63.208149,76.252106,47.715294,1.2673267,164.53871,142.17538,31.698723,28.243816,365.00778,19.063314,27.103212,73.143753,24.728209,16.09021,14.105909,25.394005,35.085442,26.699371,26.692862,8.4897051,8.251605,4.744514,25.086735,5.3023825
D_C_3,Control,6.686511,8093.9258,775.56824,95.474319,175.32925,47.726917,212.83688,177.40691,15.712453,148.96912,289.12949,132.58311,52.940636,77.935204,60.33617,1.9778533,155.4873,129.69075,39.351345,24.472965,356.84387,15.376449,14.909748,74.3321,50.618256,16.390236,8.5129519,10.356216,28.654945,8.3805246,30.714682,8.6236782,8.818718,5.097518,28.32818,6.0687943
D_C_3,Control,9.5643196,7975.1465,822.32648,87.278671,170.73831,35.063934,266.11072,150.37747,17.861816,141.08519,269.77838,159.24301,47.598415,80.850098,53.736275,6.0184617,160.4687,141.00816,39.866974,33.457016,333.65067,14.145448,23.311905,70.468307,37.466839,7.5368462,17.506773,25.277039,27.693113,12.308722,24.214455,8.4010849,7.8574338,5.4107885,22.010315,1.1388887
D_C_3,Control,11.672935,8200.7217,805.27008,101.56352,210.96608,38.189793,265.0517,167.85152,17.962194,145.03505,270.41434,135.31836,52.566128,80.756927,69.928741,1.2426904,179.53001,143.43646,35.132172,17.471323,404.52783,20.590145,17.920258,67.724434,62.666016,0.98488677,9.8199425,18.297733,26.574333,5.7804575,35.501644,12.279514,7.5127854,5.6434522,33.608131,3.341912
D_C_3,Control,13.184896,8053.0928,801.95392,99.758949,183.06085,46.038704,191.58636,163.38213,22.526953,131.6132,247.9651,131.39252,55.504234,88.671173,58.207863,3.9344666,151.38531,152.94255,31.850147,21.373432,346.63004,23.969444,25.835119,60.776791,50.569874,5.9647141,15.349601,21.101166,32.510895,7.2089205,23.002911,13.673926,14.248673,7.0157466,30.391863,2.319433
