Sample_ID,Date,Treatment,Plant,Repetition_measurment,Sampling_order_within_day,CH5O+,C3H5O+,C5H7+,C5H9+,C5H11+,C6H9+,C6H11+,C6H13+,C7H9+,C7H11+,C6H11O+,C6H13O+,C6H15O+,C7H7O+,C8H13+,C8H8N+,C10H15+,C10H17+,C8H15O2+,C8H17O2+,C11H17+,C9H11O2+,C11H19+,C8H10NO2+,C10H12O2+,C12H21O2+,C15H25+,C16H27+
T14S2,8/25/2020,induced,14,2,69,5.9233985,376.35919,168.49948,570.14069,45.25132,487.7132,371.43509,13.962051,313.46143,154.42946,72.59584,17.494595,1.1425195,185.13519,212.97118,58.042309,36.825066,132.727287,48.100376,15.166059,9.5496092,10.786133,7.6217132,5.1393948,5.34653,1.7450477,10.85459564,3.5383651
T14S2,8/25/2020,induced,14,2,69,3.7287376,371.94867,175.34894,522.37683,52.786678,478.32779,403.52835,8.9015942,346.45346,156.22694,108.33536,22.521278,3.1461167,177.3737,183.84198,51.697754,28.634254,146.3699445,48.558338,13.476883,9.2389526,14.073869,7.9539909,9.9414816,5.4276156,4.5103283,7.1786205,3.0292182
T14S2,8/25/2020,induced,14,2,69,3.7577024,387.67035,163.12305,455.24265,42.41893,440.13565,351.09708,13.498694,339.46814,142.62454,72.604927,27.292372,3.6778729,183.38687,168.36392,64.85347,34.389515,121.714179,34.656643,13.812331,8.4767046,14.502033,4.4558382,6.493475,5.4888868,1.092725,8.01557679,3.0575778
T14S2,8/25/2020,induced,14,2,69,2.753299,416.05212,157.45981,433.96649,38.406235,483.30927,390.35278,12.352124,315.32724,155.90047,73.647659,26.912046,2.8380797,192.97903,153.16376,56.228447,29.271614,123.785477,45.891396,14.796408,8.8812542,15.354383,5.2947731,5.2952785,8.0856218,2.1284239,8.4080052,1.7963579
T14S2,8/25/2020,induced,14,2,69,3.2192223,381.13794,153.44598,478.90344,45.224777,439.44534,378.34534,21.820681,357.10626,157.43018,83.813408,25.592657,4.9679403,176.49759,181.778,54.809334,25.939613,124.3178773,44.768864,14.334309,7.2242718,19.749798,7.5489187,3.0960903,6.3360968,1.706272,5.899622386,2.0202045
T14S2,8/25/2020,induced,14,2,69,5.8967977,404.50583,150.33273,506.85193,47.826267,467.01147,384.72852,14.099246,340.23099,140.60251,68.258118,20.03072,1.6370765,209.83542,205.68851,66.108429,21.303741,134.1387315,38.493099,14.848218,6.626936,15.817428,14.744985,3.5452838,11.471647,1.5289522,8.25881331,0.4579066
T14S2,8/25/2020,induced,14,2,69,1.5571228,402.88895,150.5663,530.9613,37.085197,541.4538,456.46625,17.693913,357.02863,173.48001,88.405304,22.474997,6.1541333,166.43269,221.25417,56.924889,25.214191,149.403676,54.667664,14.603239,7.443306,13.409311,7.4412689,3.2175438,8.2873888,6.803875,9.69691005,1.6443979
T14S2,8/25/2020,induced,14,2,69,2.413311,314.6203,132.44241,319.25952,30.922379,371.53268,311.78201,15.761482,223.45767,102.66468,101.83873,12.659007,3.541657,150.87112,129.66904,47.876411,17.389845,116.1552304,36.090218,8.7076387,7.6191077,14.252124,5.4685965,3.2671111,3.8681421,2.42487,12.40551593,3.0973597
C15L2,8/25/2020,healthy,15,2,70,5.7957745,305.09091,97.461891,257.23956,23.917208,223.63138,118.76742,8.6002817,288.1311,80.273827,62.736614,16.486252,1.94157,155.52716,79.109505,25.771025,22.63303,68.1986158,27.029211,8.4690981,0.84510362,6.2325635,2.1197586,2.6460052,7.1732798,0.44722179,4.14643216,0.6821602
C15L2,8/25/2020,healthy,15,2,70,2.80126,297.55356,79.516449,266.65228,11.916745,197.22464,111.35144,9.5162888,298.62344,64.846527,51.569027,20.65604,1.5498757,162.73717,88.744812,13.870244,13.729254,57.1712969,15.574481,7.52215,4.5394011,5.0921569,1.4968638,4.0061517,8.1603565,0.50555873,2.1643932,0.4387368
C15L2,8/25/2020,healthy,15,2,70,0,314.80392,81.945351,263.82602,19.252659,201.36678,97.371819,4.844717,275.2634,66.895973,61.949215,8.9098463,0.87557966,150.28558,89.056549,24.903761,16.603559,50.6725426,22.083757,5.9639783,4.3721809,13.052727,2.1852114,0.83047903,10.876217,1.0759202,2.335350515,1.0225401
C15L2,8/25/2020,healthy,15,2,70,2.7074647,275.95297,84.215065,260.20764,15.204241,197.34773,110.91345,3.699873,292.04138,89.06456,56.838421,16.719156,1.7156222,169.03796,71.432457,25.177038,12.704103,50.8878344,17.871286,5.8043303,2.5999088,5.7909503,2.6263697,2.1389413,10.697064,1.4248096,2.5497273,0.9653995
C15L2,8/25/2020,healthy,15,2,70,1.9965624,284.07162,97.056305,280.08984,25.881844,200.53972,123.38042,4.8943634,277.60315,91.229233,54.134476,9.9493942,3.28407,166.19122,94.712952,20.743065,12.235786,60.8959441,19.232248,8.6124802,1.163704,6.9504113,5.449903,3.6874712,7.2443609,0.90539026,3.9421943,0.11725639
C15L2,8/25/2020,healthy,15,2,70,2.2515364,298.09045,84.328743,356.55609,25.347628,260.2327,139.62917,6.1098337,274.1676,92.766365,56.736855,15.5455,2.0328178,139.08315,116.12354,14.606764,20.186636,71.6251392,16.989016,5.9814267,2.6167967,8.0054407,3.0437095,5.799623,7.0598845,1.3090413,2.71577552,0.038893022
C15L2,8/25/2020,healthy,15,2,70,0.74316901,306.99994,101.04074,341.75922,22.372896,236.30743,169.25302,4.8340678,312.24762,91.464134,62.976391,15.4354,0.87436086,152.48056,122.06561,20.470623,15.90973,66.0865947,23.416422,13.594543,4.6907372,11.058949,2.4970477,7.0188603,6.5026402,0.57231688,2.125928075,0.36839497
C15L2,8/25/2020,healthy,15,2,70,0.27031299,315.90829,108.9679,351.43616,32.320168,261.38425,177.22636,9.9089775,289.40475,84.60569,55.988495,17.521769,0.44037983,175.3513,128.51268,15.794772,19.196564,61.2462766,23.977846,4.1513958,1.6594423,9.2229271,2.6040294,1.4116484,10.870184,0.73275626,4.717095235,0.27273461
C15L2,8/25/2020,healthy,15,2,70,0.28172418,322.47647,103.3204,374.00821,27.841814,305.8446,194.33931,13.362297,290.6741,96.908646,76.409294,18.562956,1.3400695,164.57498,145.35374,22.837278,22.597761,67.5707197,31.991615,19.875988,2.3311257,3.1990619,2.0297549,2.9262333,5.4657564,2.0548036,1.506750543,0.67963237
C15L2,8/25/2020,healthy,15,2,70,5.6176071,341.1369,119.82505,383.29999,32.434696,601.66675,246.76071,6.8670502,326.1026,104.82196,115.17697,10.775492,0.71427739,169.40761,136.82169,15.191196,21.367889,75.3231887,33.558525,5.5099177,2.5059702,7.7563825,3.6025357,1.6391425,12.760862,1.7222728,4.47818092,1.4374996
C15L2,8/25/2020,healthy,15,2,70,1.0322449,315.32578,102.10707,336.38892,32.577377,484.51251,227.17264,7.8472986,349.65149,106.62788,109.88793,16.659948,1.9065224,177.37105,131.2213,20.992353,23.272545,76.0527181,28.469883,14.16907,3.9115975,9.9741621,7.895504,1.9400268,4.9698515,0.90883952,2.37002015,0.59511137
C15L2,8/25/2020,healthy,15,2,70,2.927124,354.82202,101.75124,366.93826,30.844976,603.56128,216.09962,16.69051,330.89099,98.498032,79.633095,20.438166,1.8356153,173.31622,140.74268,23.225056,15.21338,72.6407641,24.596174,9.1620569,3.7018018,9.6419268,5.176403,4.3886313,5.884975,3.1186376,4.94560267,0.46834138
C15L2,8/25/2020,healthy,15,2,70,0.36723912,333.93353,111.0251,361.19376,35.181114,648.19269,241.59277,6.2970104,404.58093,125.45589,104.44392,20.424561,1.9046909,163.58562,138.79169,18.327074,19.329187,79.2997963,23.42292,6.0306225,3.1237411,8.0879211,2.0503588,1.8901105,4.5602622,0.96528006,3.648302477,0.31103238
C15L2,8/25/2020,healthy,15,2,70,3.4076924,380.64896,111.59521,374.09357,28.82131,761.56354,221.85194,9.6195297,353.45148,114.76924,143.81622,24.578411,2.2009487,162.91298,150.8887,21.200382,27.08041,92.5388122,38.142731,9.2302418,5.2301259,11.754292,4.2308202,3.1103764,12.572673,0.95770663,3.35322656,0.99453741
C15L2,8/25/2020,healthy,15,2,70,4.3675013,357.07874,127.95723,373.80127,32.15023,631.41876,270.2312,11.185729,404.12299,110.83573,115.30648,15.251583,0.48832703,169.0069,147.96666,19.450294,23.123056,81.4833381,34.792389,11.999157,7.9486074,10.243108,5.842989,1.2704916,4.1602798,2.3114758,4.6726743,0.89298892
C15L2,8/25/2020,healthy,15,2,70,2.7928958,353.06546,125.6868,390.84015,38.42598,918.54401,297.74722,6.7278261,423.84052,124.25017,140.02303,31.395601,3.0434914,189.97304,156.9994,21.508104,21.005848,107.8126956,44.389927,14.059239,10.192988,13.438648,6.8829031,1.851733,12.106098,0.96496326,10.63672061,0.31209329
C15L2,8/25/2020,healthy,15,2,70,3.3733175,364.77292,119.43504,390.05319,27.016937,692.86823,273.71021,10.990313,430.78043,115.99791,101.85313,9.9880085,1.4875605,174.18695,186.30118,22.068888,18.503103,130.7590377,32.79229,16.043961,9.1004248,11.263399,3.6374407,1.7749926,8.002471,0.83243078,8.514936945,0.73762155
C15L2,8/25/2020,healthy,15,2,70,1.4391606,379.31674,118.5687,379.07944,37.142696,607.35034,285.89035,15.190825,433.27969,124.29748,109.71507,17.757662,3.2014158,188.43797,168.52199,15.19833,24.122408,108.680984,37.658623,15.7733,4.5714102,13.030959,3.7706156,2.9268301,7.4636579,0.7772733,6.54512395,0.14055692
C15L2,8/25/2020,healthy,15,2,70,4.3785086,339.29913,111.29433,355.5058,28.480564,600.9079,241.70506,12.098339,409.94559,111.14857,108.28258,23.232786,6.7907839,176.63113,126.13737,23.855694,21.927307,91.0586518,29.777489,9.6335001,4.5455856,10.260084,5.1827688,4.4228263,7.9279423,2.9507079,2.794345524,3.4673615
C15L2,8/25/2020,healthy,15,2,70,7.7004161,345.62698,92.889397,303.96729,30.761332,341.03107,185.64598,17.477386,392.53729,117.11465,75.106003,25.929525,2.243052,176.2737,110.74689,20.844118,19.43269,63.5746517,33.722542,8.7139482,4.8589845,6.9729729,2.8279831,2.2625113,8.9864359,1.1228194,6.06639031,3.1009312
C15L2,8/25/2020,healthy,15,2,70,2.1559069,340.6611,104.12922,279.40045,38.689693,570.9776,195.52226,7.3487921,394.80435,103.73523,104.47112,16.942375,1.302914,187.35638,146.77292,24.469679,27.466845,76.162212,35.039608,11.002157,8.0989523,12.519528,5.4559078,2.8774955,3.9414716,3.9687402,5.785082,2.146853
C15L2,8/25/2020,healthy,15,2,70,1.7270194,314.48007,112.46241,297.9642,22.80982,496.56305,204.01997,15.705348,386.00763,116.09409,111.23003,12.746406,1.6679599,163.20909,131.26704,24.30294,23.382076,64.9005239,23.052927,10.312731,2.7911398,8.1592999,4.4037561,4.4736476,10.653908,2.2338219,7.56372502,0.93480963
C15L2,8/25/2020,healthy,15,2,70,6.2313566,322.32913,99.049591,320.33194,23.168329,538.87836,197.95724,15.067782,390.22415,102.37634,101.07397,18.472576,0.83567256,182.61984,126.46181,26.683702,26.963232,76.1804957,28.221184,7.3134637,8.6357203,9.4907751,2.6329722,5.01965,2.9091668,1.6633434,2.9596442,0.98462784
C15L2,8/25/2020,healthy,15,2,70,4.2251062,324.81195,106.52795,366.22092,30.728884,510.25955,219.52846,11.645587,404.90567,127.65221,104.89452,20.049995,4.0864906,191.2402,131.07843,21.594774,32.250137,90.119186,28.74999,16.170109,6.3014097,14.238371,7.4496384,4.2160378,7.2878728,1.7398049,4.498418987,2.1400504
C15L2,8/25/2020,healthy,15,2,70,3.7152939,342.59207,99.199272,337.60699,47.728935,515.21887,253.78206,12.620344,412.45737,126.09169,95.766037,20.752251,1.4694344,177.73392,146.09984,29.216642,24.52136,89.6275754,44.966179,19.088707,9.3320017,12.542065,5.2837663,1.9979341,3.4170368,2.7296464,7.8827615,0.69694483
C15L2,8/25/2020,healthy,15,2,70,1.5734214,336.6861,118.73476,322.16782,23.626234,448.19788,251.6889,7.1670923,326.09775,109.03546,76.726883,23.479832,2.1527762,177.54984,129.81787,19.446165,28.022173,80.6751849,36.40934,10.48103,10.729524,13.656479,3.5880225,3.9100726,4.8859367,0.83649808,6.781223,3.7223186
T15S2,8/25/2020,induced,15,2,71,0.64201611,332.50119,142.60602,418.52429,24.096737,339.41965,291.79932,5.4476123,299.04071,109.61944,76.963036,15.480498,1.8381219,161.71129,149.76863,32.777821,26.187485,65.7438676,25.763832,14.07478,2.8597956,10.509483,5.0489764,5.3242927,2.2007139,1.0873388,1.3317546,2.2190859
T15S2,8/25/2020,induced,15,2,71,4.1676373,353.89038,134.23582,436.7157,28.965811,347.62122,302.22339,11.303649,268.88803,116.46372,73.556526,16.846167,1.500828,167.76993,154.40302,25.848053,21.691587,69.557894,31.203104,16.443838,3.5649037,7.5324674,4.4013557,1.9082944,4.0634851,0.98949921,4.602032806,0.12458336
T15S2,8/25/2020,induced,15,2,71,3.1261358,378.44696,140.64519,477.07782,35.806633,334.86148,330.3049,7.0397887,291.53091,107.17374,85.958855,19.796572,2.4947312,180.71774,143.46735,32.352566,18.747862,71.9510045,33.137882,7.4444623,9.0019989,10.064975,3.4752567,3.6499341,3.824672,1.0088016,2.054419541,1.5462289
T15S2,8/25/2020,induced,15,2,71,2.2718585,340.45865,116.21526,477.12183,31.542311,351.86179,332.77597,7.7342663,258.06143,119.5153,64.860199,17.780539,1.5477893,150.86615,130.53148,46.31889,28.395391,71.0423044,31.133131,11.450737,6.8321671,10.855389,6.0615602,3.6604745,2.3993745,1.1044098,5.17937778,2.7633574
T15S2,8/25/2020,induced,15,2,71,2.9830875,375.8009,151.15959,528.61304,31.916897,411.81058,380.323,13.611219,271.46378,116.93698,82.79879,16.548359,5.8624063,167.43803,216.61124,33.737862,20.213415,80.5474187,35.786129,13.420045,3.1365705,8.8040028,2.8702505,4.2871127,2.7231264,4.4176698,5.993255693,0.42552966
T15S2,8/25/2020,induced,15,2,71,0.63140512,338.41528,148.84987,498.32819,34.514008,386.89822,321.37668,14.419366,274.10123,121.41578,92.725487,15.852908,2.4319038,173.86836,170.1169,43.625362,20.612301,72.6708593,37.500755,8.9794493,7.203445,9.0571327,2.7302639,8.7905045,5.0067239,2.0300734,2.80200927,0.68714112
T15S2,8/25/2020,induced,15,2,71,2.5024381,349.55389,150.06412,483.15878,21.191183,400.2984,347.87418,11.253567,294.42203,129.83067,94.260071,23.372202,0.63851941,199.17499,168.12759,31.269087,26.043087,103.880111,45.966011,14.553106,6.1783891,11.661508,3.6586449,3.0586717,2.4960294,2.2904589,5.39360385,0.61698312
T15S2,8/25/2020,induced,15,2,71,4.5470071,333.10989,142.80746,454.07425,35.584949,378.31177,321.2536,8.8821611,295.68808,113.73992,85.23481,15.001824,0.93013632,186.70755,141.01329,33.553196,25.734873,68.9779777,35.641941,7.7056527,4.8858519,10.093412,7.5072823,2.8116112,3.974407,0.49508515,6.26790524,0.68465936
T15S2,8/25/2020,induced,15,2,71,3.1498129,333.37683,114.64942,379.25098,32.782757,321.60016,247.80878,11.946253,297.69174,110.60828,73.913284,17.936783,5.468895,188.8183,129.81744,25.917171,27.922272,76.7313052,33.562988,5.4473343,10.217422,10.736728,7.7916827,3.8077667,4.7799902,3.2820523,3.662705945,1.252475
T15S2,8/25/2020,induced,15,2,71,3.2352304,305.14371,102.72978,308.97748,27.623533,263.95093,194.36954,10.069763,300.13132,98.248215,68.223038,19.043781,2.2748096,172.19595,104.54631,35.546509,23.742746,67.3009593,27.394028,7.0279169,8.4157372,13.726619,8.0695858,6.3218327,6.0510755,0.62499893,4.66772946,2.3238664
T15S2,8/25/2020,induced,15,2,71,4.0620761,308.90509,100.46511,315.03131,20.436884,285.65588,169.39619,7.8809285,286.95303,110.04295,76.734215,16.003941,1.8552734,164.9549,91.973961,25.124002,23.730318,56.3600256,28.638905,11.653177,4.7138209,7.8609571,3.1407659,7.4704518,5.2076826,3.5490937,3.101343668,2.2582221
T15S2,8/25/2020,induced,15,2,71,2.021755,328.28485,101.07149,286.43069,26.857452,237.10954,146.68016,9.1374941,264.74585,100.42789,80.151482,18.858265,1.1690103,166.08495,80.239807,38.840282,27.750618,60.4590737,26.378614,7.7223511,6.8010092,15.963223,1.7440714,6.5517721,4.8602772,0.74687189,5.05133231,3.022536
T15S2,8/25/2020,induced,15,2,71,1.4756163,313.86301,93.105698,296.68082,25.886816,241.44081,155.43362,9.9302235,245.98154,97.510101,71.199867,21.663599,1.9404682,169.43338,95.17083,36.334881,23.701096,68.4373396,28.922503,7.5874605,2.5422707,13.042053,2.4830947,7.6634626,4.8325906,1.1872964,2.69248271,1.0169071
T15S2,8/25/2020,induced,15,2,71,3.325875,304.74167,99.608192,311.15259,30.676147,252.86378,146.84695,7.0399766,307.4382,100.96124,79.302483,17.231964,2.1164155,177.66365,76.293777,33.590683,16.870491,68.7060077,34.223568,5.7521038,7.8277063,12.731476,5.192914,4.8443789,4.446456,5.3299193,4.96473609,1.0859727
T15S2,8/25/2020,induced,15,2,71,3.0877419,281.72067,102.577,316.56229,23.542524,257.49213,151.23892,6.5864286,290.42923,104.17675,70.633545,12.843645,1.4058132,155.45573,87.105598,29.852512,20.076159,68.7283426,31.637945,12.55825,4.9421077,17.914711,1.9173905,7.3333459,6.0670104,1.4108398,3.03758944,0.59019065
T15S2,8/25/2020,induced,15,2,71,4.8038468,296.58997,125.85307,324.10419,17.759094,312.44073,215.13222,9.6568899,278.03751,83.168854,78.512268,20.927094,2.7649348,159.86301,107.91347,35.381638,24.224554,84.1660066,28.231121,4.4157748,3.866178,14.911862,3.0629334,2.507241,7.1939735,2.9874074,3.434466977,0.16703387
T15S2,8/25/2020,induced,15,2,71,0.89897156,348.16946,145.62654,466.42398,18.767231,381.93591,348.04007,14.42739,286.65106,127.68544,86.851387,16.823687,2.2255504,170.42264,177.3748,33.406601,29.592196,85.3458112,35.099003,14.002826,7.3433185,12.509033,3.559139,7.5193281,6.7117934,0.87654889,10.407186,1.1954775
T15S2,8/25/2020,induced,15,2,71,4.1622648,363.47476,140.73145,522.25385,28.525675,499.13303,357.14005,13.404885,280.26221,127.57908,90.710541,22.806541,1.606186,169.28557,175.91754,40.992779,22.123796,123.4634344,31.444883,7.6585851,5.3982735,14.183203,2.3312864,3.7765555,6.1845107,4.0992699,5.38125613,1.4181104
T15S2,8/25/2020,induced,15,2,71,2.7435882,349.81912,151.1628,492.8732,20.858603,549.83618,381.67191,13.198768,285.11768,126.43127,86.596115,21.426739,5.5947161,197.37637,179.77109,32.513248,27.711817,150.9107097,36.536896,15.608483,8.4764605,17.90416,5.9107971,3.5744104,9.6696291,1.1729556,9.4552945,1.1762671
T15S2,8/25/2020,induced,15,2,71,4.8964076,373.78662,132.49228,433.36673,27.299118,410.3996,322.64905,13.753771,285.47681,136.76326,96.473984,12.328961,2.6888132,185.50034,159.93944,31.748632,25.883049,118.0030104,29.483665,7.2862082,12.748662,5.5197144,4.1079531,4.496201,3.938632,4.8038754,4.96481987,1.362983
T15S2,8/25/2020,induced,15,2,71,2.9887195,364.46194,161.71947,455.84341,25.090519,512.91144,373.09464,17.386223,318.43799,140.14766,77.157104,21.774857,1.679714,164.70721,162.92909,34.845722,23.826635,125.4919516,41.529114,10.289181,6.9107976,12.076033,6.1046796,5.5595407,5.0435677,3.2900946,11.26903347,3.8658664
T15S2,8/25/2020,induced,15,2,71,4.9920526,351.92099,121.17647,317.7168,33.825348,415.22449,244.22917,15.898223,284.78293,147.83295,78.430534,14.445012,2.8919215,161.18752,148.94363,40.424164,24.8374,120.195314,37.936306,10.158606,11.300699,15.967169,5.7909684,4.728302,4.8571091,1.4135365,9.72437199,0.27183077
T15S2,8/25/2020,induced,15,2,71,5.0544538,317.79889,117.12994,320.0769,25.832104,405.12576,237.25514,10.678918,274.6409,112.36845,87.120064,19.624945,2.1225917,184.27487,97.338394,52.437881,26.12636,108.6645577,29.962307,10.515858,4.264461,7.1246395,5.8402162,3.996166,5.4953012,1.1377441,5.93235595,1.3587313
T15S2,8/25/2020,induced,15,2,71,1.9098989,374.22305,103.73335,335.04633,31.342047,332.45459,203.81996,9.4555616,294.50949,119.18372,82.647331,25.348669,1.8537898,184.49252,124.52283,26.64588,34.109425,86.1876832,35.416607,8.9040546,7.9424143,12.858612,7.4387774,4.6661139,2.7122178,2.1380892,11.05695388,0.93063468
T15S2,8/25/2020,induced,15,2,71,2.2293777,345.2486,137.38913,271.38785,20.489029,378.25522,203.68484,11.310189,295.04803,125.63596,84.8097,18.697462,3.7998867,178.75754,120.2501,35.787979,25.986328,98.8858088,28.822153,13.290604,10.594654,9.3239517,5.7924004,6.5282135,3.7635529,2.7664239,6.65109961,1.3655318
C16L2,8/25/2020,healthy,16,2,73,2.5349929,308.17813,106.55661,254.14276,24.310825,402.0119,148.12761,5.4964952,257.254,135.32291,66.55909,13.163371,3.5277729,159.52673,119.53472,27.606695,23.099506,187.14712,27.240261,8.5874577,6.0269251,7.624114,3.162833,5.578619,12.780911,1.9452405,9.82340989,0.36630669
C16L2,8/25/2020,healthy,16,2,73,4.7611842,330.13843,129.97673,271.70847,31.967976,412.45822,199.11526,8.6028566,280.30182,118.8107,74.263634,15.736279,1.9986204,152.52699,108.67031,28.761129,30.420465,175.2378057,37.152557,10.96834,7.1683149,4.904644,4.5308442,4.2327452,12.122254,2.3774636,7.27222702,0.082071967
C16L2,8/25/2020,healthy,16,2,73,5.4787736,343.595,119.76097,371.909,30.428478,535.24536,282.93951,11.598776,250.67079,160.84726,75.268593,20.049656,1.4538831,177.09892,175.47876,24.327009,21.073397,192.617105,33.74585,15.308327,9.4397573,7.7792745,1.4535291,8.9018545,3.4179997,4.4064002,5.94520409,1.8154304
C16L2,8/25/2020,healthy,16,2,73,2.5199218,383.46423,176.7081,546.26324,24.190409,645.61823,408.8472,14.680078,272.44785,181.68402,77.160736,19.650154,2.1815143,179.22446,235.88513,26.438292,37.508682,213.3592244,49.255241,11.309282,11.354761,15.164985,1.9303502,4.4480553,9.1307001,2.8367915,7.15148095,0.6597268
C16L2,8/25/2020,healthy,16,2,73,5.0866013,386.9841,136.77786,484.6106,31.319117,648.42365,288.9447,10.162361,313.26178,189.84119,72.573296,24.794128,3.7788877,182.55135,167.97406,25.992224,34.688313,255.975284,46.127762,10.851906,4.9641585,9.2181253,5.7145457,3.8520234,7.6943235,3.0416629,9.003971832,2.1026776
C16L2,8/25/2020,healthy,16,2,73,5.3317962,356.77423,114.82758,275.5025,35.978794,560.89471,187.33165,7.1000481,266.23019,171.19356,69.954895,10.96303,1.3129485,182.76747,143.89615,19.812668,41.581436,254.343669,27.522936,11.720192,8.742403,13.755678,8.1776361,7.2277551,11.679261,1.2013452,5.42089727,3.2748146
C16L2,8/25/2020,healthy,16,2,73,3.9307163,326.33603,124.98348,226.59193,30.441902,482.76932,196.98634,9.1742125,327.37982,144.87068,71.246521,20.898224,2.512784,165.66379,97.023178,25.461802,45.454365,179.6829432,39.323025,7.2955556,8.9470844,14.749901,4.4255199,6.0202632,6.7986379,2.841146,9.78613177,0.62493426
C16L2,8/25/2020,healthy,16,2,73,0.45061037,309.5488,107.50673,226.25809,31.623854,415.79541,169.50729,10.718404,273.16977,136.46661,66.161629,14.350746,4.2594938,167.3857,105.44717,32.382736,39.584709,162.3457321,31.386646,11.599694,13.032701,9.0640039,6.2775393,3.934176,6.9831567,0.64045686,8.3035306,1.6922115
C16L2,8/25/2020,healthy,16,2,73,3.5271459,348.7226,82.620743,238.87952,36.034405,433.35269,179.80247,13.439812,282.12479,147.67039,52.433189,17.163603,2.8611586,176.22885,113.49888,35.756664,34.082397,168.6354811,32.27578,7.1653581,9.3287888,16.446339,3.0063102,2.9415777,7.4821916,1.4736269,10.19878508,1.1597171
C16L2,8/25/2020,healthy,16,2,73,6.02738,342.66388,98.692772,254.03476,20.306265,408.73013,161.23561,14.624576,304.0549,126.56993,71.238983,11.993529,3.3506069,178.82587,110.25906,40.00758,36.622391,154.8647899,34.752117,8.576828,8.3796797,10.836705,4.7969527,4.8701382,7.79247,2.7042265,9.45190585,1.9363145
C16L2,8/25/2020,healthy,16,2,73,3.623095,343.754,101.28057,240.80217,21.610132,448.69699,183.15448,10.948997,275.33847,151.33911,69.859459,24.926762,2.5940998,176.5228,106.39981,33.611057,32.058319,186.414557,28.852457,12.550753,8.0911531,17.693573,6.3536153,4.3651571,9.3032513,4.7067103,8.01649639,3.0621297
C16L2,8/25/2020,healthy,16,2,73,4.9007354,324.31271,120.44815,253.68173,34.220196,437.35168,159.89366,10.565502,274.52609,143.1691,85.278473,26.190956,2.9962103,181.60867,117.49378,28.515934,42.282185,184.2202159,26.643995,8.2572803,6.8114114,19.852293,6.8453169,5.4943194,11.47414,1.7326992,6.87591694,1.1527623
C16L2,8/25/2020,healthy,16,2,73,8.5591288,354.01093,111.90388,247.75739,26.734268,377.15164,193.81564,11.945071,269.61673,145.55014,86.66758,16.68796,0.86861467,178.29684,99.859116,27.999973,37.233356,146.051537,25.445082,10.530986,9.7221718,9.486351,3.8973074,8.364193,6.075139,3.1588762,9.0490685,0.97244602
C16L2,8/25/2020,healthy,16,2,73,5.4260616,308.04233,107.30846,256.1687,25.520426,388.08118,173.01955,17.669168,277.97879,119.49065,66.940384,16.737328,2.9584284,184.91869,97.821823,23.084051,25.235861,119.772225,31.693901,13.623765,10.238053,14.310413,6.0925689,5.6763635,5.7957659,4.2531819,7.44957725,2.2106969
C16L2,8/25/2020,healthy,16,2,73,2.6751821,374.33658,93.350792,251.26949,26.805929,381.95486,172.77986,11.5205,275.25119,115.20567,74.549385,19.06044,1.9571054,158.75247,119.097,30.804134,32.003265,140.274785,28.339056,9.1947727,5.2665944,15.482164,5.3612146,2.0927806,3.31179,2.918993,5.5173383,3.3487973
C16L2,8/25/2020,healthy,16,2,73,4.8491797,335.02921,101.77579,254.92917,33.402576,372.78024,160.79575,8.8583326,283.34161,137.69005,62.864395,16.049288,1.6005174,161.7814,98.595329,27.852835,26.926592,144.8805043,29.637775,8.3331108,10.027578,10.688096,4.2668142,5.3363805,12.021042,1.1784067,6.270075042,0.73182154
C16L2,8/25/2020,healthy,16,2,73,0.56107801,367.728,124.48361,233.54601,25.825998,387.20627,154.44086,6.3465366,266.86935,138.95189,70.147835,13.189308,2.7789497,184.41586,94.460182,24.95537,26.303692,108.8872555,30.683678,10.910085,8.4016562,14.488579,6.9267626,3.3162296,5.2225327,2.6709719,5.49080993,1.2785596
C16L2,8/25/2020,healthy,16,2,73,6.5215592,309.82999,123.00764,246.92319,34.310738,346.89304,151.9229,12.050688,265.86963,122.40197,75.110786,15.075373,1.5049577,190.28485,100.33672,26.315695,29.872013,121.6911506,31.699713,11.191044,7.9416656,15.752376,4.6154637,4.4279985,7.6471515,3.617698,2.388169658,2.1399159
C16L2,8/25/2020,healthy,16,2,73,4.0411406,365.18765,115.98466,285.49942,25.323786,349.24289,195.91869,11.366999,268.53506,134.23625,79.472359,17.258432,0.93837184,183.26845,132.13225,30.462997,32.799824,96.0289092,19.168749,8.6652327,8.7764111,8.4909763,3.8228211,6.8332257,6.7860184,3.7043345,5.08266655,3.0209029
C16L2,8/25/2020,healthy,16,2,73,1.2415626,310.57028,98.326675,258.9549,24.335356,309.76566,209.40144,15.095261,270.37439,128.5369,66.016479,12.721013,3.8142126,168.01958,93.290878,31.396891,34.598679,86.1395415,36.279663,12.008798,3.2595305,9.1691742,3.2929187,3.1416717,6.9748888,1.4989327,7.511531666,0.71281886
C16L2,8/25/2020,healthy,16,2,73,1.9916691,326.14383,111.88238,298.75229,43.173656,318.27618,223.42067,6.9468775,266.9978,123.98624,74.814613,14.114956,2.1458533,178.97037,112.45411,24.553261,26.751284,97.8864707,30.647488,8.3599586,14.51455,11.26648,5.6530433,7.4862413,6.6268601,0.45891169,5.697704385,4.4992752
