Sample_ID,Date,Treatment,Plant,Repetition_measurment,Sampling_order_within_day,CH5O+,C3H5O+,C5H7+,C5H9+,C5H11+,C6H9+,C6H11+,C6H13+,C7H9+,C7H11+,C6H11O+,C6H13O+,C6H15O+,C7H7O+,C8H13+,C8H8N+,C10H15+,C10H17+,C8H15O2+,C8H17O2+,C11H17+,C9H11O2+,C11H19+,C8H10NO2+,C10H12O2+,C12H21O2+,C15H25+,C16H27+
C2L3,6/25/2020,healthy,2,3,17,3.6309147,278.81085,129.53746,437.08401,51.67535,563.07306,406.62183,23.761909,186.06448,126.99921,82.652802,27.231438,1.5985295,48.03405,229.38338,7.3717785,21.261822,84.184855,44.955456,14.326543,7.0405674,14.131884,3.5072229,5.8219533,8.7148457,0.7155872,6.70368582,1.2526662
C2L3,6/25/2020,healthy,2,3,17,5.7398124,308.55432,138.76332,519.78015,59.881535,385.83975,380.85822,29.948488,176.5706,106.35151,70.842484,20.257824,1.3897132,55.534145,285.22104,7.2488284,21.944672,77.351614,41.161129,18.234728,9.6325531,13.664055,6.1880403,6.5473766,11.014791,1.2929468,5.35668718,1.8349563
C2L3,6/25/2020,healthy,2,3,17,11.055297,303.89005,177.28101,569.0614,69.650978,599.92981,426.06058,17.507021,184.42004,109.0886,91.634766,21.938459,4.7291536,90.437958,306.25485,10.54563,24.69949,87.509484,49.631138,14.085718,6.1345239,12.358266,7.1695848,5.2339568,6.5585713,0,9.29615418,2.2584231
C2L3,6/25/2020,healthy,2,3,17,2.5177877,292.09882,146.29945,482.25876,56.898888,623.5321,477.61523,18.992916,178.84244,132.43034,86.57444,19.522446,0.98577732,45.071918,268.36258,15.14523,26.456472,96.409015,47.294601,13.912615,12.235927,14.855014,9.331872,3.6974599,8.9981623,1.9439148,9.9560484,2.8648629
C2L3,6/25/2020,healthy,2,3,17,2.4629045,281.80328,143.71434,476.51538,57.012402,479.8446,389.31821,21.880081,190.37274,117.32539,85.1819,16.548796,0.9866063,57.973347,227.29704,11.648152,25.038589,90.7574141,48.550625,17.727827,11.919366,11.880471,8.3550129,5.9156013,3.2517068,5.2553024,11.25060881,4.1565495
C2L3,6/25/2020,healthy,2,3,17,4.7308435,294.73154,178.0045,607.02155,72.544861,602.76917,487.44864,35.405113,223.4252,124.95135,95.981194,21.398394,1.4350343,90.170113,298.05127,12.45627,27.507307,77.854614,47.674522,16.007769,8.0600853,23.584116,10.672929,10.423691,8.2529001,1.8936145,7.543536,2.4506242
C2L3,6/25/2020,healthy,2,3,17,7.6783843,266.13907,163.01895,499.32629,77.74015,550.53638,407.34036,24.888042,227.44861,121.85495,107.95604,30.349817,1.6898127,61.588642,215.40138,18.146393,26.123585,88.911005,56.015602,18.932745,7.1866555,14.909868,4.2513976,3.1741495,8.7257471,1.0693215,5.121635727,0.61337817
C2L3,6/25/2020,healthy,2,3,17,2.1316965,296.55463,152.27483,442.51468,64.191116,548.31775,433.73746,25.796131,210.08589,97.832993,88.773056,26.433453,2.1898451,73.218834,247.19318,14.039554,30.417303,72.0249576,60.305431,18.729876,11.243389,13.140091,7.8660183,13.578561,13.278881,3.5463138,8.1325052,3.3057399
C2L3,6/25/2020,healthy,2,3,17,3.6831722,277.63187,145.95543,421.92728,59.604507,537.9425,400.04288,28.586138,206.34305,122.50008,105.88399,27.090355,5.983716,76.43174,240.50826,11.294104,26.117502,66.2728112,39.772835,15.919937,11.991329,13.459147,6.129015,1.5384364,8.9424973,2.1054306,9.53528415,2.9226201
C2L3,6/25/2020,healthy,2,3,17,4.0514526,283.88834,175.04169,489.79291,55.555874,500.20148,412.25516,28.206161,238.32393,114.96478,82.299782,17.715761,0.88751203,83.404686,230.30269,11.508323,23.984398,66.313663,48.69125,15.297976,11.619599,18.779428,6.083127,5.2129669,10.317153,1.113829,6.28885139,2.1802337
C2L3,6/25/2020,healthy,2,3,17,3.3750951,298.88757,171.44377,560.04077,76.676216,564.15118,441.6113,22.743671,212.4632,120.30534,94.126701,23.374664,2.648617,45.086914,264.61075,20.627981,23.806635,76.859602,45.143311,19.517632,11.774988,9.7196178,3.4155138,9.8739214,11.645353,1.7095114,6.96211256,2.1548893
C2L3,6/25/2020,healthy,2,3,17,7.8826003,282.15475,144.47566,460.54184,70.096909,387.66818,325.27008,29.859474,219.90416,114.63229,83.347572,18.109198,1.4184377,52.052589,245.66107,19.797516,22.731539,62.7716428,48.638397,24.242237,7.8060632,17.405163,9.8323526,7.0720873,9.5687561,3.0025146,12.1681282,2.3815258
C2L3,6/25/2020,healthy,2,3,17,0.81531543,309.91559,174.71204,595.23895,64.747223,604.271,493.95392,28.823364,211.88173,118.14938,110.59767,20.155014,1.9585667,56.498859,245.02614,17.338614,28.439438,85.385349,49.659683,25.991961,11.240401,14.544876,9.1241274,3.5463364,7.8072653,3.3015118,8.47259239,3.601701
C2L3,6/25/2020,healthy,2,3,17,3.4673054,283.7117,163.938,561.02692,83.441208,648.21686,499.11563,28.43058,211.75929,132.26457,110.88589,24.241184,0.55422682,52.910099,258.69772,11.683414,27.192631,100.83883,50.150036,29.231222,10.884199,11.363443,8.5918446,3.219893,9.2879019,0.98956686,10.4421873,5.0107532
C2L3,6/25/2020,healthy,2,3,17,4.4296107,276.35043,160.09602,477.79318,75.086754,483.40421,399.27426,28.928358,209.9334,102.17429,100.88979,24.60858,0.991005,56.178867,247.84178,9.6108532,20.261934,67.2131136,54.011398,21.662544,6.9319878,16.01392,7.8506312,6.411449,10.740426,0.16171238,9.6550655,4.2768421
C2L3,6/25/2020,healthy,2,3,17,4.3950124,271.16272,163.50557,484.17233,72.217712,415.38281,338.79544,31.963993,187.11137,116.56459,66.329369,20.406,2.3867323,70.826233,238.04695,13.684672,27.101898,65.161468,54.3922,15.777467,6.3358078,16.855066,8.5864229,6.6003361,9.5248365,1.5538085,10.3874185,1.2510533
C2L3,6/25/2020,healthy,2,3,17,4.8874855,277.56763,171.44267,608.00006,75.426651,544.52728,491.56625,25.893124,214.48895,124.68481,84.845009,21.669224,3.5729144,69.991196,260.1868,19.676008,22.219835,67.887644,45.524479,27.900917,13.822683,16.348307,6.9008093,3.1908891,7.0168457,3.4746189,6.25554943,4.3598099
T2S3,6/25/2020,induced,2,3,18,0.078439832,226.9572,128.60683,376.17477,38.119869,385.1048,327.91891,11.5436,133.09251,76.074615,61.470402,14.647782,2.5366495,33.408707,224.21582,8.2398844,17.360138,69.435432,38.488945,8.2885027,3.273392,7.0775361,4.1699429,4.0817237,4.3935318,1.7290659,4.816728717,0.82190973
T2S3,6/25/2020,induced,2,3,18,3.2971399,223.3708,69.756561,200.97981,37.248276,267.03113,147.51714,13.710135,113.13892,63.054264,47.930542,9.472374,1.2473891,39.571655,100.40244,8.8421135,13.600183,48.3730009,27.217552,14.488998,3.7159257,6.2664461,2.4483371,7.2149634,1.5582775,0.69201595,6.2126902,1.6300156
T2S3,6/25/2020,induced,2,3,18,3.8780088,252.66794,101.0489,295.55881,34.446541,468.74765,271.34164,8.9944878,154.97208,91.392166,70.420265,15.156992,2.5077596,49.965992,129.61633,12.564124,15.175722,70.8910285,40.2677,13.666205,3.6338434,6.2316313,7.2209916,6.3272419,6.0166302,0,15.4609446,1.0609697
T2S3,6/25/2020,induced,2,3,18,1.6786362,193.4184,116.08224,305.53156,42.99263,262.89932,248.39005,16.205173,140.56413,82.836769,61.79829,10.789063,0.1969329,41.283543,142.33424,14.379705,15.736444,57.8954745,43.099724,8.4232626,2.9911165,10.195319,5.3652344,5.5062709,3.575475,1.036327,9.807531607,0.65755665
T2S3,6/25/2020,induced,2,3,18,8.793561,244.83492,101.62893,303.31482,60.85537,332.8161,221.74112,15.847095,136.77138,97.261734,63.455879,12.002395,1.2785513,31.772926,169.06885,13.441502,18.227747,62.3977139,40.463013,12.668476,8.8883104,9.4513788,2.4583819,2.9750359,8.3143034,0.98308039,5.7617304,0.8217935
T2S3,6/25/2020,induced,2,3,18,1.2779346,244.57321,99.900261,323.19922,40.644901,441.77924,336.59698,8.384798,130.48943,91.46521,83.408142,11.640642,0.58182365,27.976185,142.5881,19.406025,22.574501,78.2264281,43.968609,11.330637,6.5187259,11.536948,2.0285995,3.4243689,6.9817328,3.3860137,11.9039663,4.285696
T2S3,6/25/2020,induced,2,3,18,1.7344878,266.69662,118.19829,419.77271,47.694782,319.92484,298.65158,17.15074,128.31927,85.915192,59.541637,19.211544,3.4420214,30.05621,220.45413,9.4960136,17.964706,69.49278,46.135677,13.010194,4.214993,9.6242266,4.3949256,3.303767,3.6383669,2.2766721,9.3499357,1.0880017
T2S3,6/25/2020,induced,2,3,18,2.7388961,259.99561,124.3044,487.42181,44.74918,291.59067,320.19348,16.057814,156.8546,123.90795,49.444965,21.15502,0.85808957,63.832035,259.11838,18.96102,18.658802,50.354505,41.870338,14.332145,4.0993414,11.145518,5.1046848,5.1499338,7.7454157,3.4584973,7.05007491,0.012136053
T2S3,6/25/2020,induced,2,3,18,1.9211866,273.61035,136.26201,476.22058,47.964252,355.202,331.97455,18.763435,150.39597,96.926414,73.90078,13.826496,1.9613657,37.190002,255.30821,13.418548,12.659437,57.897449,32.903458,18.488796,13.827196,14.047818,2.5558016,6.7373762,5.5634317,2.380671,14.1223476,2.470952
T2S3,6/25/2020,induced,2,3,18,1.2256473,238.47148,136.84599,422.36502,43.159164,309.23621,268.57715,22.227915,150.62358,94.247032,48.167805,21.145149,1.8659354,46.275948,202.61273,11.58332,22.327238,53.591774,45.203659,14.700433,6.9436479,6.9471602,7.1422205,6.8654118,4.8984466,1.513678,12.4691838,0.72535866
T2S3,6/25/2020,induced,2,3,18,2.6481028,239.06625,127.48824,401.0069,52.017384,332.53964,273.44977,18.130747,166.54474,111.83333,50.451427,23.717808,0.28324321,57.520741,166.8517,18.042847,19.324671,61.2559419,45.609081,9.7685537,8.7871199,14.716666,4.8939381,4.9259162,4.0078797,1.9618189,10.5757197,1.0484153
T2S3,6/25/2020,induced,2,3,18,4.0928249,245.901,121.08936,406.86057,51.810387,223.16776,205.00752,11.409941,171.07903,86.440536,57.591599,12.43354,0.014419405,52.338146,159.63791,17.969494,14.312496,42.807858,38.917057,13.255615,7.9696259,16.391584,6.637898,3.9379697,6.4107156,1.5449413,6.914852,2.5329115
T2S3,6/25/2020,induced,2,3,18,4.9157958,283.89319,139.95728,561.97931,46.742592,326.80264,353.12988,24.307453,160.36456,106.54349,52.048576,15.256888,0.85085344,49.414036,232.06213,13.820689,17.864239,52.585471,55.098629,18.264328,7.4921551,7.0094533,4.9035101,3.7184765,10.669511,3.6973553,8.73593631,1.299491
T2S3,6/25/2020,induced,2,3,18,5.6700683,257.74567,143.24036,498.89786,52.815166,296.2655,298.47318,16.979078,152.84149,114.4861,61.231499,17.51716,1.5040075,66.9645,224.36266,23.280979,26.961386,57.172455,52.419582,12.179935,7.7362227,13.263268,5.9889183,3.9947722,5.2004604,1.8491771,3.5419104,3.0717843
T2S3,6/25/2020,induced,2,3,18,3.2917771,244.30511,121.98857,461.2952,48.979996,267.09421,261.60706,19.622955,157.85367,110.75994,65.224174,13.537679,1.074113,63.450703,192.92265,11.166255,20.548851,54.098382,48.920956,15.640649,10.602238,16.470045,5.1217399,3.1213236,7.7963686,1.6970838,5.37725434,1.4654982
T2S3,6/25/2020,induced,2,3,18,2.3918481,231.97861,123.09973,430.54868,46.80991,289.09198,267.19781,18.795023,158.29138,102.93516,49.029438,19.777426,1.2090815,51.563641,192.86861,17.530668,25.760063,46.419565,43.264988,11.574667,7.103097,13.14996,3.3067355,2.4209733,3.3799102,0.32646891,10.3381477,4.1334629
T2S3,6/25/2020,induced,2,3,18,1.039328,242.98424,131.91002,381.65393,55.920994,231.51886,222.67229,17.055241,170.17908,96.732399,47.816105,13.752574,1.9157414,36.691364,190.81982,16.240406,23.03648,42.310352,39.83387,15.217319,11.230519,13.91963,7.1811118,3.128705,8.7460098,1.0796231,7.550673,1.3757575
T2S3,6/25/2020,induced,2,3,18,3.3233871,235.43285,113.1875,320.138,52.325878,215.58049,141.36008,21.119671,153.64142,99.80127,47.99704,18.923458,0.69557345,42.445873,121.02222,13.102903,23.011282,60.133066,45.656708,17.843546,9.9590979,16.513016,3.8609154,6.724679,12.417241,1.9732229,5.86353461,1.2853498
T2S3,6/25/2020,induced,2,3,18,10.211969,247.11969,127.61278,378.13,36.992748,213.06006,195.25548,12.828856,163.36752,87.064896,50.334896,19.530045,3.7915175,48.258587,145.83136,16.179346,14.122419,45.964214,43.538357,17.925243,4.1524701,11.380947,8.0862141,6.2976003,4.3468618,2.3880887,5.98660488,3.6265826
T2S3,6/25/2020,induced,2,3,18,6.2802701,245.16553,125.48464,474.34662,59.086357,322.94376,308.41086,21.550432,137.1851,102.46153,68.257957,19.313025,4.0448346,62.950077,212.78831,14.291796,21.076469,56.687974,46.702461,17.758869,6.4682798,11.72337,8.5639114,5.1301622,8.5245285,2.4662127,3.602133916,3.5070136
T2S3,6/25/2020,induced,2,3,18,1.7625918,260.28717,163.71213,585.07947,56.972443,354.23676,401.4274,19.047291,164.64084,110.59095,67.301819,22.659796,1.9135249,40.956535,242.2339,13.236471,21.786058,59.066457,53.104088,21.455448,4.7859674,14.006304,11.688732,3.1213336,4.3588171,1.6807631,15.785213,2.6561062
T2S3,6/25/2020,induced,2,3,18,1.5189525,246.92506,156.061,470.58514,49.970131,305.72235,302.59897,20.987507,141.24168,93.475098,66.519524,22.459639,0.032212567,37.792843,195.92722,14.470084,22.680109,54.6536155,46.188019,17.753525,8.5331697,15.219168,7.5119581,6.5843735,4.9240417,4.3021793,6.65985137,2.5842135
T2S3,6/25/2020,induced,2,3,18,3.3999519,240.44144,117.08022,408.6488,46.667828,253.36194,216.09967,22.18379,137.7916,87.788368,45.147038,15.142227,2.8303061,41.819065,146.70641,13.797071,23.903233,60.814154,48.728477,25.05242,4.660006,10.913586,4.2550287,6.685966,5.9404302,2.9898231,10.2700202,1.4920406
T2S3,6/25/2020,induced,2,3,18,5.0049267,250.71736,106.70792,444.1366,41.866665,291.49814,249.27458,19.907745,156.09593,124.64528,59.328674,20.725834,0.65255594,54.366009,160.22743,19.908617,22.238108,60.8364939,44.951611,22.572613,10.903573,10.935229,7.3683639,3.1737154,10.586197,0.88065559,7.8642568,1.1196784
T2S3,6/25/2020,induced,2,3,18,2.2336905,252.54367,115.90275,449.05664,51.316902,231.43669,206.04317,22.399189,149.89307,91.285103,49.199211,13.716006,2.3890171,60.234539,136.94276,13.274883,23.437851,65.5488952,32.06115,19.853554,4.995749,11.148751,6.2744102,5.3162775,5.4666281,2.1957097,5.98931339,0.53206825
C3L3,6/25/2020,healthy,3,3,19,2.8936367,228.48669,107.05602,402.41083,41.393291,325.4277,293.01944,24.838783,155.92673,96.537971,46.50526,10.83698,0.65788317,49.919674,148.01147,7.7749243,19.083111,79.6651495,22.556292,13.187168,5.4028835,9.5614204,4.5346112,3.6575563,5.9894762,0,3.39162085,0.89067036
C3L3,6/25/2020,healthy,3,3,19,6.8562517,238.08385,115.11449,430.07324,39.470676,349.20071,297.03326,20.070232,159.83516,90.795013,63.156776,18.358601,0.21515493,65.202148,133.52295,7.3033471,13.507273,73.466028,32.651073,13.088306,9.6170473,10.388775,5.2894244,7.5113616,2.1141512,4.4821482,6.14839226,2.1927161
C3L3,6/25/2020,healthy,3,3,19,1.542742,227.50125,119.59092,467.94485,48.271553,337.5032,313.55344,15.939108,152.3192,90.32724,60.703976,19.181641,1.624694,47.05854,163.85065,8.8540907,23.345329,77.2562928,40.088024,12.406926,5.3033347,10.563086,3.1885376,5.4842649,4.5202007,0,6.4818597,2.8901219
C3L3,6/25/2020,healthy,3,3,19,1.6456226,230.86855,129.56369,374.866,38.628963,326.96066,280.30182,18.648474,166.77541,98.962845,53.432827,21.722807,1.4685677,51.273746,140.86809,16.616261,16.29962,68.992623,29.304348,9.4671574,6.8636537,5.6992712,7.6374679,3.5256126,3.2248263,2.7700322,4.95737388,3.3961647
C3L3,6/25/2020,healthy,3,3,19,5.5256405,232.42551,119.02264,385.06699,47.852558,339.59024,249.62929,15.552767,182.71745,84.004349,57.20377,16.719967,1.4749029,56.326283,162.32274,10.60591,19.250851,66.2494721,42.406815,7.0369081,5.077858,9.8005476,7.299036,3.5917349,5.8275247,5.7257733,10.7708249,1.3125589
C3L3,6/25/2020,healthy,3,3,19,2.3693209,239.39507,97.022606,377.06888,42.269104,267.83932,270.40799,12.785535,150.49423,92.131149,57.276844,23.489769,2.7364852,44.703045,157.18253,14.076943,17.763218,58.375262,29.358616,9.5219717,5.03439,3.9830692,6.7089033,5.2855725,6.8658915,1.6817669,3.31187315,2.2709997
C3L3,6/25/2020,healthy,3,3,19,6.0027709,244.75087,121.70274,430.06918,42.610924,301.51447,292.14548,19.935499,166.56482,94.703171,64.240196,17.007753,0.3698779,49.541733,190.54233,6.8949962,12.95989,73.7843125,42.112652,16.667471,5.6982498,18.049166,8.7413559,4.343277,7.3084617,0.48151955,3.91684028,1.4921244
C3L3,6/25/2020,healthy,3,3,19,4.0221839,229.15672,123.25664,366.89084,50.452423,315.69638,255.04198,19.378479,138.43945,80.615372,70.515633,24.983305,0.83383638,60.997543,147.08174,14.23206,22.018171,74.1728299,36.078556,11.25624,6.8619699,14.965055,4.3841057,2.014137,6.6119614,3.959502,6.88470486,1.856644
C3L3,6/25/2020,healthy,3,3,19,4.2036524,235.14615,110.05353,346.41553,40.641502,274.58832,283.06351,21.852268,162.19827,99.761993,57.510876,14.205544,2.6993647,52.090389,154.07202,10.091748,17.1866,55.139241,31.859016,10.200085,2.3822145,13.642375,2.7798805,4.3327308,9.1546583,2.3469036,8.4238736,2.0429485
C3L3,6/25/2020,healthy,3,3,19,4.9700541,228.70348,98.441704,358.88721,37.757881,283.66754,264.30762,11.477291,143.35905,91.804939,47.829742,18.779074,1.1127938,55.577686,163.15335,10.516011,14.710112,69.0631429,40.560436,8.6543751,5.2117667,8.5197544,4.5138555,5.6359067,7.5426607,1.1284531,4.67904415,4.1892252
C3L3,6/25/2020,healthy,3,3,19,2.7328663,262.00607,135.44328,426.34506,50.394627,282.86441,330.99783,24.578226,175.15096,89.074165,60.223644,18.770206,0.55626631,61.634838,192.63799,16.554094,15.142937,47.1396418,36.358345,13.555582,5.2736535,12.302601,3.2238853,6.0258546,7.0475311,1.2421347,4.52907051,0.16044959
C3L3,6/25/2020,healthy,3,3,19,3.2357745,245.24197,114.00587,393.5477,48.912506,309.40488,300.06781,17.717752,155.12978,101.41986,58.425804,17.083141,1.2644887,76.384254,207.3759,15.184584,18.351761,52.6154678,36.155876,13.061735,7.175776,9.9284124,5.2495289,2.7139904,9.7730694,3.5941005,6.1520021,1.927617
C3L3,6/25/2020,healthy,3,3,19,4.3744001,255.80499,113.30726,357.18271,55.562084,296.46078,266.08252,20.93033,159.42319,99.686768,62.409908,23.536882,4.1131396,49.018555,160.5513,12.069108,26.009529,65.9723337,38.601242,9.9634132,11.22231,12.714197,7.9038377,3.7694812,5.593574,1.104902,2.766802,1.9735688
C3L3,6/25/2020,healthy,3,3,19,1.5492806,246.27573,124.78033,386.46057,58.337425,281.42566,267.6702,27.365828,155.47331,102.42794,54.011581,13.328072,3.3790467,57.73333,171.46371,11.20066,23.207741,75.856241,32.612518,7.1916862,11.136307,8.6909342,4.7845097,7.2710304,7.0396309,0.36159042,8.10660179,3.375216
C3L3,6/25/2020,healthy,3,3,19,3.0703835,242.4465,117.91015,365.41144,49.123135,236.81183,245.77991,24.748415,174.15636,82.935356,46.366264,22.926888,2.2214689,68.685822,192.50784,12.983589,19.088306,58.166684,31.499197,10.878817,8.8383036,12.964857,2.2065508,5.0851593,3.3989153,0.411612,4.56024123,2.7063475
C3L3,6/25/2020,healthy,3,3,19,3.7134044,256.41196,133.43741,373.37695,59.682594,240.14,229.19058,20.296701,159.95865,86.060005,63.832478,12.004688,0.74066728,61.759178,188.77977,11.588555,23.095196,56.0928688,37.207359,17.234301,6.8728933,9.7800827,4.2049594,5.4299779,10.750195,1.0069335,10.1116755,1.7606461
C3L3,6/25/2020,healthy,3,3,19,1.9970332,289.61435,139.52104,535.14246,62.237289,364.99152,366.93051,31.818104,175.18774,116.97218,82.403465,27.310843,2.377918,65.063431,246.36378,17.003368,18.918409,70.4716822,48.295269,11.943621,9.3461857,14.193475,6.7866273,5.9518738,7.1559334,2.6190493,1.55938418,4.4636569
C3L3,6/25/2020,healthy,3,3,19,5.4533658,261.10501,138.47668,429.58096,67.858955,340.24408,320.76056,30.326693,169.47765,126.38882,62.403141,26.218632,1.6594529,71.851242,224.31442,12.555203,22.683706,57.113931,33.242119,18.023605,8.363184,19.700558,6.2958856,6.28829,7.3335333,2.8840897,2.974815657,3.1279535
C3L3,6/25/2020,healthy,3,3,19,2.5199425,220.68158,130.0567,414.12778,50.646091,272.00043,273.98962,18.12291,189.97697,91.803444,69.791641,20.322311,1.370865,80.570877,197.91595,12.134878,24.389492,69.7857049,34.084965,16.488539,3.5129294,14.178824,7.2250752,4.5646067,6.2280092,1.9965366,2.70043432,2.0171659
C3L3,6/25/2020,healthy,3,3,19,5.5972896,217.56551,118.1464,402.5657,64.227188,258.74106,247.22568,23.394852,196.6875,99.966652,59.987789,26.554792,0.5547632,68.863945,186.07942,14.902477,23.186258,57.4081743,36.246723,13.99479,3.9945607,9.7458944,5.3995037,5.1602654,11.902736,0,4.2141219,2.5521445
C3L3,6/25/2020,healthy,3,3,19,1.3789847,256.69748,141.87379,459.4053,61.860874,324.0614,336.56335,19.214373,183.11699,107.28218,60.573376,15.783644,0.75695097,56.154083,181.19167,8.3548765,24.217985,77.555704,38.139122,10.674373,10.308125,8.850028,5.1439223,5.4222326,4.624588,3.3071451,5.24915078,3.1480923
C3L3,6/25/2020,healthy,3,3,19,3.6935201,240.50777,125.34632,369.06039,66.844765,257.75098,270.30402,24.85549,197.82553,105.59119,58.84597,27.683458,0.60406154,59.650368,165.06187,14.329369,19.811762,56.6503128,41.166721,18.819168,5.7413907,15.516679,6.8030453,6.8549247,14.857744,1.475657,8.48667103,2.2470253
C3L3,6/25/2020,healthy,3,3,19,3.2688372,264.32791,135.09184,444.1994,60.069916,240.76067,278.70432,19.731388,207.46187,101.10733,55.277187,18.437881,1.7517779,46.965519,186.9669,15.485049,27.027611,48.705082,42.873695,13.730238,3.433537,11.590122,5.7963858,4.9488115,7.1803565,0.54997599,5.8418833,3.1394615
C3L3,6/25/2020,healthy,3,3,19,1.75621,271.40662,141.68909,475.23688,63.502907,351.97754,317.62408,22.994831,214.62625,101.25603,81.351326,20.083017,1.7637392,72.778008,217.41284,13.06182,22.173496,92.278143,45.979862,20.333265,6.693409,13.544272,6.9650164,4.8435454,6.9159813,4.069077,4.1129371,3.1614661
C3L3,6/25/2020,healthy,3,3,19,2.098599,246.80385,143.5415,467.46814,64.351791,343.79968,311.67487,19.78598,184.40656,117.74047,53.67527,18.225956,2.0210674,50.394581,185.17439,15.978364,26.656849,69.988293,47.373158,12.251814,8.1609297,15.893151,7.1938534,4.9222169,6.1996412,1.0244291,4.7826178,0.93365979
T3S3,6/25/2020,induced,3,3,20,5.6586103,321.11014,221.33719,888.91919,68.639366,487.34055,681.04785,28.938993,112.95843,146.32297,52.82999,15.104374,2.3932223,40.847633,390.85031,18.492659,24.517309,86.789248,57.479851,18.377701,7.5514808,12.03035,6.7896352,5.3689623,4.8823571,0.99000466,7.9315736,0.63170165
T3S3,6/25/2020,induced,3,3,20,6.4493632,286.99158,219.40208,796.96521,69.418724,465.3894,583.17999,26.992611,129.38287,118.47463,73.383209,25.382402,1.4084997,49.479,400.34402,21.231619,16.698074,100.882109,53.698559,17.288286,11.155542,10.747347,8.3364162,4.61941,5.0262132,0,7.4010787,2.2658598
T3S3,6/25/2020,induced,3,3,20,3.1833715,341.20923,188.79803,559.83698,76.002533,598.13434,527.45032,30.085308,132.39145,115.05769,85.847214,26.090761,2.1073093,54.475212,290.79059,14.833323,24.288111,113.236277,54.661125,19.529451,9.771039,11.241447,6.2205119,4.3206911,4.0724344,7.9524302,8.63439246,1.1333281
T3S3,6/25/2020,induced,3,3,20,4.9962983,295.77823,180.09387,527.53717,61.299355,480.75635,416.64301,33.31002,152.20229,117.77528,75.83033,17.836271,1.5069535,37.286263,245.27423,14.386491,20.22316,89.007343,57.58651,17.677925,8.2770538,20.291121,6.2815828,2.936393,7.8840451,1.2334523,10.9150731,1.1549429
T3S3,6/25/2020,induced,3,3,20,3.5892692,294.68005,180.24153,610.49591,66.427826,440.78723,512.68427,33.166618,158.49686,131.12917,67.599045,18.944304,1.8969269,58.986954,306.30984,9.9152193,21.748423,87.239953,59.423088,24.936975,11.668261,19.55234,5.3731375,6.2919035,12.792414,1.2050506,8.84246018,3.8154514
T3S3,6/25/2020,induced,3,3,20,1.0899222,260.31363,116.52877,285.9426,67.088135,224.96312,184.72742,24.125694,159.21608,90.284889,38.515137,21.155462,1.5103872,29.874586,171.00529,18.774273,27.900528,53.5252008,39.191425,24.223824,8.6816654,14.614241,2.4761653,5.8546233,8.0682497,0,3.2716226,4.6255126
T3S3,6/25/2020,induced,3,3,20,2.1327255,241.21597,103.57349,261.69687,59.260242,237.22971,194.79712,30.654984,147.46799,110.18252,60.813042,10.540635,1.4789845,59.071362,137.45316,14.448703,17.843857,56.643515,35.304356,17.966005,9.9164944,17.290432,2.7768159,5.8074698,10.300275,1.4295083,4.2290933,3.3671246
T3S3,6/25/2020,induced,3,3,20,2.6420128,251.69817,115.69785,349.67502,47.455647,226.0096,213.14227,26.979351,142.57869,103.97204,52.79295,19.452692,0.90964925,38.879795,197.42429,16.860899,15.823048,44.0645168,43.507702,26.143269,12.64124,13.54983,2.2349026,7.3346391,10.732382,2.4483352,5.1344226,2.9383669
T3S3,6/25/2020,induced,3,3,20,3.3005209,258.66241,136.12242,400.73944,63.524696,242.14951,244.23335,21.211346,161.62912,94.226524,46.962681,17.922707,1.5834451,36.737457,249.97763,21.263754,23.137108,52.509745,42.987629,17.928114,3.8714066,11.418781,8.2352152,3.7434638,8.8775587,2.9266939,5.0684456,4.6011205
T3S3,6/25/2020,induced,3,3,20,5.5060658,287.56534,146.36861,495.14731,57.490292,249.59753,299.21658,23.262476,174.09961,110.25623,63.633217,19.1348,0.97456086,46.489075,341.64746,14.267071,20.590694,53.095769,47.125954,22.55723,5.8751206,12.14772,6.229671,9.2172871,5.8608174,7.6563678,3.2039221,3.9060378
T3S3,6/25/2020,induced,3,3,20,3.4070008,251.97008,156.19185,480.96762,65.988403,252.93127,259.89847,16.563412,169.24716,105.28598,65.037254,14.468977,1.1670529,31.72279,250.31737,12.11235,16.504629,58.464228,44.275883,25.932997,8.7875395,13.218091,6.722115,4.8140254,5.4223561,2.465215,5.6729368,1.6138054
T3S3,6/25/2020,induced,3,3,20,0.15792166,278.28052,129.20674,419.64868,67.593811,229.97408,253.61458,26.469566,204.01212,97.415298,54.777924,11.684521,0.74666494,58.2449,244.61765,17.761158,25.044695,53.999063,38.547943,24.992584,9.8575916,15.937633,5.5808287,7.5879998,7.9863472,2.617718,9.2133925,3.2149985
T3S3,6/25/2020,induced,3,3,20,2.5770535,240.76047,110.64047,303.36511,65.577438,197.54182,140.41829,22.023726,204.89995,107.30665,52.963123,8.1863909,0.91947651,48.592407,151.3609,10.312666,25.216082,41.684976,29.054138,17.330906,5.5809588,14.031833,4.586163,3.9749055,6.8364902,0.34272122,8.2831443,3.1895444
T3S3,6/25/2020,induced,3,3,20,4.5743704,252.57898,107.57908,296.80569,61.798492,205.3972,178.99808,25.206659,162.18269,112.79636,60.868641,27.009441,0.21319918,75.218559,172.28087,12.745017,25.721487,44.032525,38.834118,19.80978,8.876318,19.618135,7.6657863,4.9898901,8.5180254,0,5.6040547,0.69349235
